speaker,transcript
Phoebe Buffay,"Okay, okay. If I were omnipotent for a day, I would want, um, world peace, no more hunger, good things for the rain-forest...And bigger boobs!"
Phoebe Buffay,Oh! What what what! ...Hi.
Phoebe Buffay,I got no sleep last night!
Phoebe Buffay,"My grandmother has this new boyfriend, and they're both kind of insecure in bed. Oh, and deaf. So they're constantly, like, having to reassure each other that they're having a good time. You have no idea how loud they are!"
Phoebe Buffay,Thanks.
Phoebe Buffay,"I remember the day I got my first pay check. There was a cave in in one of the mines, and eight people were killed."
Phoebe Buffay,"I worked in a Dairy Queen, why?"
Phoebe Buffay,"Look, look, I have elbows!"
Phoebe Buffay,"Ooh! Ooh! And I brought Operation! But, um, I lost the tweezers, so we can't operate. But we can prep the guy!"
Phoebe Buffay,You are just like Jack.
Phoebe Buffay,"No, Jack and the Beanstalk."
Phoebe Buffay,"Yeah, right! See, he gave up something, but then he got those magic beans. And then he woke up, and there was this, this big plant outside his window, full of possibilities and stuff.. And he lived in a village, and you live in the Village.."
Phoebe Buffay,"Oh, see, Jack did love the cow."
Phoebe Buffay,Floopy?
Phoebe Buffay,"Oh, like that's a word."
Phoebe Buffay,"Oh, well... 'cause.... you just... I don't like this question."
Phoebe Buffay,What?
Phoebe Buffay,I don't even have a 'pl'.
Phoebe Buffay,And-and a power tie?
Phoebe Buffay,Big Bird's friend.
Phoebe Buffay,"Oh, I wanna see! Lemme see! Lemme see!"
Phoebe Buffay,"Ooh, wait.. wait, I see a woman."
Phoebe Buffay,Definitely not his mother.
Phoebe Buffay,"Oh, wait, she's walking across the floor.. she's walking.. she's walking.. she's going for the pizza- Hey, that's not for you, bitch!"
Phoebe Buffay,Yeah?
Phoebe Buffay,Uh-huh.
Phoebe Buffay,"Oh! Oh! Oh! Okay, fine, fine. Now I don't feel so bad about sleeping with Jason Hurley."
Phoebe Buffay,You'd already broken up.
Phoebe Buffay,A couple hours.
Phoebe Buffay,There he is! There he is!
Phoebe Buffay,Right- where we've been looking all night!
Phoebe Buffay,"Oh, ok, you know what I don't get? The way guys can do so many mean things, and then not even care."
Phoebe Buffay,"You know, if you want, I'll do it with you."
Phoebe Buffay,"No, I mean you break up with Janice and I'll break up with Tony."
Phoebe Buffay,"Yeah, I know, he's sweet, but it's just not fun anymore, you know? I don't know if it's me, or his hunger strike, or, I don't know."
Phoebe Buffay,What's the matter? Why so scrunchy?
Phoebe Buffay,"Uh-huh, uh-huh."
Phoebe Buffay,Are you gonna go over there?
Phoebe Buffay,This is nice. We never do anything just the two of us.
Phoebe Buffay,"Eww, I don't wanna do that."
Phoebe Buffay,"Ok, have a good break-up."
Phoebe Buffay,"Yeah, it was really hard."
Phoebe Buffay,"Ok, you weren't there."
Phoebe Buffay,"Ok, you can do this. It's just like pulling off a Band-aid. Just do it really fast, and then the wound is exposed."
Phoebe Buffay,Oh my god. How many of those have you had?
Phoebe Buffay,"Chandler, easy, easy. Go to your happy place. La la la la la la la."
Phoebe Buffay,All right.
Phoebe Buffay,Wait here. Breathe.
Phoebe Buffay,It's like a gift.
Phoebe Buffay,"Oh, I'd like that."
Phoebe Buffay,What a neat idea. All your clothes match. I'm gonna do this.
Phoebe Buffay,"Hey, how'd it go?"
Phoebe Buffay,"Oh, he needed some time to grieve."
Phoebe Buffay,That oughta do it.
Phoebe Buffay,"The exclamation point in the title scares me. Y'know, it's not just Freud, it's Freud!"
Phoebe Buffay,"Oh, oh, but y'know, you always see these really beautiful women with these really nothing guys, you could be one of those guys."
Phoebe Buffay,Based on this play? ...Based on this play!
Phoebe Buffay,"No, 'cause this line is passion, and this is... just a line."
Phoebe Buffay,"Oh, yeah. That is not true. Ross, is this your fantasy?"
Phoebe Buffay,I can't believe you tried to move the green ottoman.
Phoebe Buffay,"Yeah, you are, Monica. Remember when I lived with you? You were like, a little, y'know, Ree! Ree! Ree! Ree!"
Phoebe Buffay,Ree! Ree! Ree! Ree! Ree!
Phoebe Buffay,"Seriously, what-what's the part?"
Phoebe Buffay,"No, I don't think this was your shot. I mean, I don't even think you just get one shot. I really believe big things are gonna happen for you, I do! You've gotta just keep thinking about the day that some kid is gonna run up to his friends and go 'I got the part! I got the part! I'm gonna be Joey Tribbiani's ass!'."
Phoebe Buffay,"Hi. Um, I want to start with a song thats about that moment when you suddenly realize what life is all about. OK, here we go. OK, thank you very much."
Phoebe Buffay,Can I borrow the phone? I want to call my apartment and check on my grandma. What's my number?
Phoebe Buffay,"Well, I never call me."
Phoebe Buffay,"Eww, look. Ugly Naked Guy lit a bunch of candles."
Phoebe Buffay,Oh... Milwaukee.
Phoebe Buffay,"Oh, Rachel."
Phoebe Buffay,"New York City has no power, and the milk is getting sour. But to me it is not scary, 'cause I stay away from dairy.... la la la, la la, la la..."
Phoebe Buffay,About what?
Phoebe Buffay,What surprise party?
Phoebe Buffay,"Well, he didn't tell me."
Phoebe Buffay,This is so typical. I'm always the last one to know everything.
Phoebe Buffay,Yuh-huh! I was the last one to know when Chandler got bitten by the peacock at the zoo. I was the last one to know when you had a crush on Joey when he was moving in. Looks like I was second to last.
Phoebe Buffay,"Oh, poor little Tooty is scared to death. We should find his owner."
Phoebe Buffay,"Oh no, the Mendels, they hate all living things, right?"
Phoebe Buffay,He seems to hate you. Are you sure?
Phoebe Buffay,Wait a minute. What's his name?
Phoebe Buffay,Oooh! You are a very bad man!
Phoebe Buffay,Alright. I looked all over the building and I couldn't find the kitty anywhere.
Phoebe Buffay,Ah! Well! There you go! Last to know again! And I'm guessing... since nobody told me... this is Paolo.
Phoebe Buffay,You betcha!
Phoebe Buffay,"I know, I just want to bite his bottom lip. But I won't."
Phoebe Buffay,"You know, did you ride mopeds? 'Cause I've heard... ... oh, I see... it's not about that right now. OK."
Phoebe Buffay,"Oh, look look look. The last candle's about to burn out. 10, 9, 8, 7... ... negative 46, negative 47, negative 48...."
Phoebe Buffay,Thanks.
Phoebe Buffay,"Yeah, I think so, yeah."
Phoebe Buffay,"I dunno, 'cause you're smart, you're funny..."
Phoebe Buffay,"Yeah, you have homosexual hair."
Phoebe Buffay,"Oh, that sucks!"
Phoebe Buffay,Maybe that's 'cause she's not really gone.
Phoebe Buffay,"Hm, I mean maybe no-one ever really goes. Ever since my mom died, every now and then, I get the feeling that she's like right here, y'know? Oh! And Debbie, my best friend from junior high- got struck by lightning on a miniature golf course- I always get this really strong Debbie vibe whenever I use one of those little yellow pencils, y'know? ...I miss her."
Phoebe Buffay,Thanks!
Phoebe Buffay,"Y'know, I dunno who this is, but it's not Debbie."
Phoebe Buffay,"Hi, sorry I'm late, I couldn't find my bearings."
Phoebe Buffay,What'd I say?
Phoebe Buffay,"God, what a great day. ...What? Weather-wise!"
Phoebe Buffay,"Okay, don't worry, I'm just checking to see if the muscle's in spasm...huh."
Phoebe Buffay,You missed a belt loop.
Phoebe Buffay,"Okay, it's in spasm."
Phoebe Buffay,"Hey, look who's up! How do you feel?"
Phoebe Buffay,Ooh! That's so nice...
Phoebe Buffay,Hey.
Phoebe Buffay,What were you modeling for?
Phoebe Buffay,"You know, the asthma guy was really cute."
Phoebe Buffay,"Yes, and her boyfriend. But we're celebrating Thanksgiving in December 'cause he is lunar."
Phoebe Buffay,"Yeah. Oh, can I come?"
Phoebe Buffay,"Ooh, ooh! Why don't we invite her?"
Phoebe Buffay,"Oh, I believe it. I think the baby can totally hear everything. I can show you. Look, this will seem a little weird, but you put your head inside this turkey, and then we'll all talk, and you'll hear everything we say."
Phoebe Buffay,"No, we were just laughing. You know, how laughter can be infectious."
Phoebe Buffay,"Look out, incoming pumpkin pie!"
Phoebe Buffay,"Ok, all done."
Phoebe Buffay,"Oh, I'm sorry, oh, I just, I thought we could have them whipped and then add some peas and onions."
Phoebe Buffay,"Well, 'cause then they'd be like my mom used to make them, you know, before she died."
Phoebe Buffay,Almost never.
Phoebe Buffay,"Yeah, but did they have to shoot him down? I mean, that was just mean."
Phoebe Buffay,"Ooh, ok, that's it. Enough with the keys. No one say keys."
Phoebe Buffay,Ooh.
Phoebe Buffay,Ugly Naked Guy's taking his turkey out of the oven. Oh my god. He's not alone. Ugly Naked Guy's having Thanksgiving dinner with Ugly Naked Gal.
Phoebe Buffay,It's nice that he has someone.
Phoebe Buffay,"Ooh, you guys have to make a wish."
Phoebe Buffay,"Come on, you know, Thanksgiving. Ooh, you got the bigger half. What'd you wish for?"
Phoebe Buffay,That is so cruel! Why? Why would a parent name their child Bethel?
Phoebe Buffay,"So you guys, I'm doing all new material tonight. I have twelve new songs about my mother's suicide, and one about a snowman."
Phoebe Buffay,"Yeah, you wish!"
Phoebe Buffay,"Oh, oh, good."
Phoebe Buffay,"Thanks, hi. Um, I wanna start with a song that means a lot to me this time of year."
Phoebe Buffay,"I made a man with eyes of coal And a smile so bewitchin', How was I supposed to know That my mom was dead in the kitchen? La lalala la la la la lalala la la..."
Phoebe Buffay,
Phoebe Buffay,"...My mother's ashes Even her eyelashes Are resting in a little yellow jar, And sometimes when it's breezy..."
Phoebe Buffay,
Phoebe Buffay,...I feel a little sneezy And now I-
Phoebe Buffay,"Excuse me, excuse me! Yeah, noisy boys! Is it something that you would like to share with the entire group?"
Phoebe Buffay,"Well, c'mon, if it's important enough to discuss while I'm playing, then I assume it's important enough for everyone else to hear!"
Phoebe Buffay,Could you speak up please?
Phoebe Buffay,"Okay, we're gonna take a short break."
Phoebe Buffay,"David's like, y'know, Scientist Guy. He's very methodical."
Phoebe Buffay,Me too! Oh! Did you ever see An Officer and a Gentleman?
Phoebe Buffay,"Well, he's kinda like the guy I went to see that with. Except, except he-he's smarter, and gentler, and sweeter... I just- I just wanna be with him all the time. Day and night, and night and day... and special occasions..."
Phoebe Buffay,"No, no, no, no, no, no. Yeah, could I just?"
Phoebe Buffay,"Okay, alright, I have a question, then."
Phoebe Buffay,"Um, were you planning on kissing me ever?"
Phoebe Buffay,Sure.
Phoebe Buffay,"Oh, David, I, I think you are a sweeping sorta fella. I mean, you're a sweeper! ...trapped inside a physicist's body."
Phoebe Buffay,"Oh, yeah, oh, I'm sure of it. You should just do it, just sweep and throw me."
Phoebe Buffay,"Oh yeah, right now."
Phoebe Buffay,"Okay, now you're just kinda tidying."
Phoebe Buffay,I can hop.
Phoebe Buffay,"Oh, hi Max! Hey, do you know everybody?"
Phoebe Buffay,"No, no, he hasn't been around."
Phoebe Buffay,Minsk?
Phoebe Buffay,I know where Minsk is.
Phoebe Buffay,"So when, when do you leave?"
Phoebe Buffay,Hello?
Phoebe Buffay,Hi.
Phoebe Buffay,"Um, well, Max told me about Minsk, so congratulations! This is so exciting!"
Phoebe Buffay,"Oh, you're not going? Oh, why?"
Phoebe Buffay,So-so you're really not going?
Phoebe Buffay,Oh don't do that.
Phoebe Buffay,Oh no no.
Phoebe Buffay,"Oh, but I can't do that-"
Phoebe Buffay,"It's your thing, and-"
Phoebe Buffay,"Okay, um, stay."
Phoebe Buffay,Stay.
Phoebe Buffay,Getting so good at that!
Phoebe Buffay,And then... your face is bloated?
Phoebe Buffay,"Hi, Max!"
Phoebe Buffay,Are you alright?
Phoebe Buffay,You're going to Minsk.
Phoebe Buffay,"Oh, you are so going to Minsk. You belong in Minsk. You can't stay here just 'cause of me."
Phoebe Buffay,"Oh yes, yes, yes you can. Just say, um, 'Phoebe, my work is my life and that's what I have to do right now'. And I say 'your work?! Your work?! How can you say that?!'. And then you say, um, 'it's tearing me apart, but I have no choice. Can't you understand that?'. And I say 'no! No! I can't understand that!'."
Phoebe Buffay,"Ooh, sorry. Um, and, and then you put your arms around me. And then you put your arms around me. And, um, and then you tell me that you love me and you'll never forget me."
Phoebe Buffay,And then you say that it's almost midnight and you have to go because you don't wanna start the new year with me if you can't finish it. I'm gonna miss you. You scientist guy.
Phoebe Buffay,Everybody looks so happy. I hate that.
Phoebe Buffay,I dunno. I don't feel like kissing anyone tonight.
Phoebe Buffay,Do you think they have yesterday's daily news?
Phoebe Buffay,"Just wanna check my horoscope, see if it was right."
Phoebe Buffay,"Where? Ooh, come to Momma."
Phoebe Buffay,We should do something. Whistle.
Phoebe Buffay,"Come on, do it."
Phoebe Buffay,Do it!
Phoebe Buffay,Do it do it do it!
Phoebe Buffay,I can't believe you did that!
Phoebe Buffay,"I just wish there was something we could do. Hello. Hello, Coma Guy. GET UP, YOU GIRL SCOUT! UP! UP! UP!"
Phoebe Buffay,Maybe nobody's tried this.
Phoebe Buffay,"Yeah, but did you see the dents in his knuckles? That means he's artistic."
Phoebe Buffay,"Oh! And, he's the kinda guy who, when you're talking, he's listening, y'know, and not saying 'Yeah, I understand' but really wondering what you look like naked."
Phoebe Buffay,I know.
Phoebe Buffay,"Yeah, we-we feel kinda responsible."
Phoebe Buffay,Hey hey hey! She's on!
Phoebe Buffay,Your mom was arrested?
Phoebe Buffay,What about Glen? He could be a Glen.
Phoebe Buffay,Ooh! How about Agamemnon?
Phoebe Buffay,I'm in.
Phoebe Buffay,Hi.
Phoebe Buffay,"Nothing, I just thought I'd stop by.. y'know, after the uh... that I.. y'know, so what are you doing here?"
Phoebe Buffay,"No. No! No! ...So, um, do you think he's doing any better than he was this morning?"
Phoebe Buffay,"Really? Not even to, um, change his PAJAMAS?!"
Phoebe Buffay,Hey Rach.
Phoebe Buffay,Hello.
Phoebe Buffay,Going to the hospital tonight?
Phoebe Buffay,"No, you?"
Phoebe Buffay,"Okay, maybe it was a trick question. Um, Rachel can we do this now?"
Phoebe Buffay,"Thanks. Hi, um, 'kay. I'd like to start with a song that's about a man that I recently met, who's, um, come to be very important to me. 'Kay."
Phoebe Buffay,"You don't have to be awake to be my man, As long as you have brainwaves I'll be there to hold your hand. Though we just met the other day, There's something I have got to say..."
Phoebe Buffay,"Okay, thank you very much, I'm gonna take a short break!"
Phoebe Buffay,"Alright, whadyou do with him?"
Phoebe Buffay,"Look at you! How, how do you feel?"
Phoebe Buffay,I'm Phoebe Buffay.
Phoebe Buffay,"Well, we both have."
Phoebe Buffay,"Well, actually it's just from me."
Phoebe Buffay,You know who shaved you? That was me.
Phoebe Buffay,I sang. Hah!
Phoebe Buffay,You're welcome.
Phoebe Buffay,"What, that's it?"
Phoebe Buffay,I don't think you mean that.
Phoebe Buffay,Y'know what? We thought you were different. But I guess it was just the coma.
Phoebe Buffay,"Ooh, this is cool...it says in some parts of the world, people actually eat the placenta."
Phoebe Buffay,Sorry.
Phoebe Buffay,"Woo-hoo, first weekend away together!"
Phoebe Buffay,"Ok, thanks."
Phoebe Buffay,"Oh, Paolo, hi, what are you doing here?"
Phoebe Buffay,"Well, Racquela's right, yeah!"
Phoebe Buffay,"Oh, okay, I don't know what you just said, so let's get started."
Phoebe Buffay,"Um, that's really your decision, I mean, some people prefer, you know, to take off...oh whoops! You're being naked!"
Phoebe Buffay,Fine!
Phoebe Buffay,"Nothing, I'm sorry, I'm just, I'm out of sorts."
Phoebe Buffay,"All right, you know Paolo?"
Phoebe Buffay,"Well, he made a move on me."
Phoebe Buffay,"Well, he came in for a massage, and everything was fine until."
Phoebe Buffay,"Oh yeah, I'm sure. And all of a sudden his hands weren't the problem anymore."
Phoebe Buffay,"Oh, boy scouts could have camped under there."
Phoebe Buffay,Uma Thurman.
Phoebe Buffay,She is gonna hate me.
Phoebe Buffay,Hey!
Phoebe Buffay,Are you moving out?
Phoebe Buffay,"Um, um, Rachel can we talk for a sec?"
Phoebe Buffay,"Oh! Ok, um, ok, um,"
Phoebe Buffay,"Ok, um, we haven't known each other for that long a time, and, um, there are three things that you should know about me. One, my friends are the most important thing in my life, two, I never lie, and three, I make the best oatmeal raisin cookies in the world."
Phoebe Buffay,"Oh, I don't make them a lot because I don't think it's fair to the other cookies"
Phoebe Buffay,Which proves that I never lie.
Phoebe Buffay,Paolo made a pass at me.
Phoebe Buffay,Are you okay?
Phoebe Buffay,"Ok, I've got milk Here you go... Oh! Better?"
Phoebe Buffay,"I'm so embarrassed, I'm the one he hit on!"
Phoebe Buffay,I'm so sorry! No I'm sorry! No I'm sorry! No I'm sorry!
Phoebe Buffay,"No, wait, oh, what are we sorry about?"
Phoebe Buffay,Such a pig!
Phoebe Buffay,Oh he's like a...
Phoebe Buffay,...like a...
Phoebe Buffay,"Yes, good! Ok..."
Phoebe Buffay,"Oh! I know! It's because... he's gorgeous, and he's charming, and when he looks at you..."
Phoebe Buffay,The end.
Phoebe Buffay,Should I not have told you?
Phoebe Buffay,"I think she took it pretty well. You know Paolo's over there right now, so..."
Phoebe Buffay,Ooh!
Phoebe Buffay,"Oh, ok bye-bye."
Phoebe Buffay,"Oh, just look at her..."
Phoebe Buffay,You ok?
Phoebe Buffay,Yep!
Phoebe Buffay,"Yes, you're having a boy!"
Phoebe Buffay,"Oh, honey, honey, tell them the story about your patient who thinks things are, like, other things. Y'know? Like, the phone rings and she takes a shower."
Phoebe Buffay,Oops!
Phoebe Buffay,"Thanks. Okay, now go away so we can talk about you."
Phoebe Buffay,Isn't he great?
Phoebe Buffay,"I know, I know. So sweet... and so complicated. And for a shrink, he's not too shrinky, y'know?"
Phoebe Buffay,"Oh, I don't know, I don't know. I think that's a little weird, y'know? Vinyl."
Phoebe Buffay,"Yeah, 'cause hello, these are not her boobies, these are her breasts."
Phoebe Buffay,"Oh, this is my friend Roger."
Phoebe Buffay,It's Phoebe.
Phoebe Buffay,Isn't he good?
Phoebe Buffay,"Oh, okay. Feel better, Rachel, 'kay?"
Phoebe Buffay,"Oh, okay. Listen, thanks for everything, Mon."
Phoebe Buffay,Hey.
Phoebe Buffay,Good. Oh oh! Roger's having a dinner thing and he wanted me to invite you guys.
Phoebe Buffay,So what's going on?
Phoebe Buffay,"Uh-huh. Okay. Okay, don't you think, maybe, though, it's just that he's so perceptive that it freaks you out?"
Phoebe Buffay,"Nothing, nothing."
Phoebe Buffay,"It's, I mean, it's nothing, I'm fine. It's my friends. They-they have a liking problem with you. In that, um, they don't."
Phoebe Buffay,But they don't see all the wonderfulness that I see. They don't see all the good stuff and all the sweet stuff. They just think you're a little...
Phoebe Buffay,Intense and creepy.
Phoebe Buffay,"But I don't. Me, Phoebe."
Phoebe Buffay,"You're not? See, that's why you're so great!"
Phoebe Buffay,Hey.
Phoebe Buffay,"Oh, okay, except I broke up with Roger."
Phoebe Buffay,"Yeah, right."
Phoebe Buffay,"I don't know, I mean, he's a good person, and he can be really sweet, and in some ways I think he is so right for me, it's just... I hate that guy!"
Phoebe Buffay,"Hey, Joey. What's going on?"
Phoebe Buffay,"'Cause he was creepy, and mean, and a little frightening... alright, still, it's nice to have a date on Valentine's Day!"
Phoebe Buffay,I know I am. That's why I can't wear a digital watch.
Phoebe Buffay,"Oh! You know my friend Abby who shaves her head? She said that if you want to break the bad boyfriend cycle, you can do like a cleansing ritual."
Phoebe Buffay,"Yeah. So, we can do it tomorrow night, you guys. It's Valentine's Day. It's perfect."
Phoebe Buffay,"Ok. We can, um, we can burn the stuff they gave us."
Phoebe Buffay,"Or...or we can chant and dance around naked, you know, with sticks."
Phoebe Buffay,"Ok, so now we need, um sage branches and the sacramental wine."
Phoebe Buffay,"Um, that's ok! Ok. All right. Now we need the semen of a righteous man."
Phoebe Buffay,"Ok, yeah, ok. Oh, OK."
Phoebe Buffay,"Ok, and I have the, uh receipt for my dinner with Nokululu Oon Ah Ah."
Phoebe Buffay,Eww!
Phoebe Buffay,"See, there you go, the cleansing works!"
Phoebe Buffay,"Hey you guys! Chandler's coming and he says he has, like, this incredible news, so when he gets here, we could all act like, you know..."
Phoebe Buffay,Never mind. But it was going to be really good.
Phoebe Buffay,So was it a lot more money?
Phoebe Buffay,"Oooh! I have something you can do! I have this new massage client... Steve? Anyway, he's opening up a restaurant and he's looking for a head chef."
Phoebe Buffay,"Hi! Oh, yeah, no, I know. You're a chef. I know, and I thought of you first, but um, Chandler's the one who needs a job right now, so...."
Phoebe Buffay,"Yeah, yeah!"
Phoebe Buffay,"Well, he wants to do some ecclectic, so he's looking for someone who can, you know, create the entire menu."
Phoebe Buffay,"Yeah, I know! So, what do you think?"
Phoebe Buffay,OK. Oh Monica! Guess what!
Phoebe Buffay,"Where are you going, Mr. Suity-Man?"
Phoebe Buffay,Ooh! Brian's Song!
Phoebe Buffay,Yummy noises.
Phoebe Buffay,"Ooh! I know what you could make! I know! Oh, you should definitely make that thing... you know, with the stuff? You know, that thing... with the stuff...? OK, I don't know."
Phoebe Buffay,"Oh, is this the bug lady?"
Phoebe Buffay,That's so great! 'Cause you already know how to do that!
Phoebe Buffay,Ten dollars an hour for what?
Phoebe Buffay,"Wow! It's huge! It's so much bigger than the cubicle. Oh, this is a cube."
Phoebe Buffay,Oh! You have a window!
Phoebe Buffay,Oh look! That guy's peeing!
Phoebe Buffay,OK.
Phoebe Buffay,"Mmmmmm! Everything smells so delicious! You know, I can't remember a time I smelt such a delicious combination of of, OK, smells."
Phoebe Buffay,"In the cab, on the way over, Steve blazed up a doobie."
Phoebe Buffay,"Smoked a joint? You know, lit a bone? Weed? Hemp? Ganja?"
Phoebe Buffay,Yeah! You know all those yummy noises? I wasn't faking.
Phoebe Buffay,You guys wanna try and catch a late movie or something?
Phoebe Buffay,How's this?
Phoebe Buffay,Sorry. How about over here?
Phoebe Buffay,"See, that just means it's working. Does this hurt?"
Phoebe Buffay,What about this?
Phoebe Buffay,There you go!
Phoebe Buffay,"Ooh, ooh, fun! Okay... um, Liam Neeson."
Phoebe Buffay,Morly Safer.
Phoebe Buffay,The woman who cuts my hair!
Phoebe Buffay,"Oh, really."
Phoebe Buffay,"Rifts. Yeah, I know."
Phoebe Buffay,"Hmmm? Yeah. So, um, is she fat?"
Phoebe Buffay,where were you standing?
Phoebe Buffay,"Its mostly just dumb sister stuff, you know, I mean, like, everyone always thought of her as the pretty one, you know... Oh, oh, she was the first one to start walking, even though I did it... later that same day. But, to my parents, by then it was like ""yeah, right, well what else is new?"""
Phoebe Buffay,Yeah?
Phoebe Buffay,Why? Why would you wanna... do that? Why?
Phoebe Buffay,"Well, I mean, I'm not my sisters, you know, whatever, and um... I mean, its true, we were one egg, once, but err, you know, weve grown apart, so, um... I dont know, why not? Okay."
Phoebe Buffay,Yeah Im fine.
Phoebe Buffay,"Well, what I really want is for my mom to be alive and enjoy it with me."
Phoebe Buffay,Ooh! Bath salts would be nice.
Phoebe Buffay,Yeah?
Phoebe Buffay,"Right, and its me."
Phoebe Buffay,Much as you are.
Phoebe Buffay,"Oh, thats good."
Phoebe Buffay,Good choice.
Phoebe Buffay,"Ooh, my first birthday present... ..oh, this is really..."
Phoebe Buffay,"Ohhh... Sure, yeah... ..okay, it fits."
Phoebe Buffay,"That you like, we get it. You like her. Great!"
Phoebe Buffay,"Alright, well, maybe now its not okay."
Phoebe Buffay,Okay.
