speaker,transcript
Ross Geller,"Why- why are you here, Carol?"
Ross Geller,Pregnant?!
Ross Geller,.....Hi.
Ross Geller,Carol's pregnant.
Ross Geller,"Yeah. Do that for another two hours, you might be where I am right about now."
Ross Geller,"Well, Carol says she and Susan want me to be involved, but if I'm not comfortable with it, I don't have to be involved.. basically it's entirely up to me."
Ross Geller,"Anyway, they want me to go down to this- sonogram thing with them tomorrow."
Ross Geller,"I have no idea. No matter what I do, though, I'm still gonna be a father."
Ross Geller,"I- I think they're great! I, I really do."
Ross Geller,"Do you remember the Ludwins? The big one had a thing for you, didn't she?"
Ross Geller,"Aw, Mom..."
Ross Geller,Yeah.
Ross Geller,I'm not gonna tell you what they spent on that wedding... but forty thousand dollars is a lot of money!
Ross Geller,"Don't listen to your mother. You're independent, and you always have been! Even when you were a kid... and you were chubby, and you had no friends, you were just fine! And you would read alone in your room, and your puzzles..."
Ross Geller,"Look, there are people like Ross who need to shoot for the stars, with his museum, and his papers getting published. Other people are satisfied with staying where they are- I'm telling you, these are the people who never get cancer."
Ross Geller,"...And I read about these women trying to have it all, and I thank God 'Our Little Harmonica' doesn't seem to have that problem."
Ross Geller,"Okay! Okay. Look, I, uh- I realise you guys have been wondering what exactly happened between Carol and me, and, so, well, here's the deal. Carol's a lesbian. She's living with a woman named Susan. She's pregnant with my child, and she and Susan are going to raise the baby."
Ross Geller,"Well, y'know, these people are pros. They know what they're doing, they take their time, they get the job done."
Ross Geller,Must pee.
Ross Geller,...How long was I in there?
Ross Geller,D'ya.. uh.. d'ya need any help?
Ross Geller,"Anyway.. um.. So, you- uh- you nervous about Barry tomorrow?"
Ross Geller,Mm-hmm..
Ross Geller,Mm.
Ross Geller,"Well, you may wanna steer clear of the word 'dumped'. Chances are he's gonna be this, this broken shell of a man, y'know, so you should try not to look too terrific, I know it'll be hard. Or, y'know, uh, hey!, I'll go down there, and I'll give Barry back his ring, and you can go with Carol and Susan to the OB/GYN..."
Ross Geller,Got me.
Ross Geller,Yeah.
Ross Geller,"Yes, yes!"
Ross Geller,Me either...
Ross Geller,"Sorry I'm late, I was stuck at work. There was this big dinosaur.. thing.. anyway."
Ross Geller,How could I forget?
Ross Geller,"Hello, Susan. Good shake. Good shake. So, uh, we're just waiting for...?"
Ross Geller,..Dr. Oberman. Okay. And is he-
Ross Geller,"-she, of course, she- uh- familiar with our.. special situation?"
Ross Geller,"Okay, that's great. No, I'm- Oh."
Ross Geller,"Quack, quack.."
Ross Geller,"So, um- so how's this, uh, how's this gonna work? Y'know, with us? Y'know, when, like, important decisions have to be made?"
Ross Geller,"Well, uh, uh, I don't know, okay, okay, how about with the, uh, with the baby's name?"
Ross Geller,Marlon?!
Ross Geller,...As in Mouse?
Ross Geller,"Still, you- you say Minnie, you hear Mouse. Um, how about, um.. how about Julia?"
Ross Geller,"'S'funny, um, uh, we agreed we'd spend the rest of our lives together. Things change, roll with the punches. I believe Julia's on the table..?"
Ross Geller,Helen Geller? I don't think so.
Ross Geller,Thank you!
Ross Geller,"What, it's gonna be Helen Willick?"
Ross Geller,"Well, wait a minute, wha- why is she in the title?"
Ross Geller,"Oh, 's'funny, really? Um, I don't remember you making any sperm."
Ross Geller,"No no no, she gets a credit, hey, I'm in there too."
Ross Geller,"Of course not, I'm... suggesting Geller-Willick-Bunch."
Ross Geller,"My way?! You-you think this is my way? Believe me, of all the ways I ever imagined this moment in my life being, this is not my way- y'know what? Uh, um, this is too hard. I'm not, I can't do-"
Ross Geller,"You- uh- y'know what, I'm gonna go. I don't- I don't think I can be involved in this particular thing right now."
Ross Geller,Oh my God.
Ross Geller,Well? Isn't that amazing?
Ross Geller,"Then don't do that, alright?"
Ross Geller,Monica. Whaddya think?
Ross Geller,Wh- are you welling up?
Ross Geller,"You are, you're welling up."
Ross Geller,You're gonna be an aunt.
Ross Geller,"Hey. Oh, oh, how'd it go?"
Ross Geller,"That's funny, that, no, because, uh, our parents actually did, uh, send our dog off to live on a farm."
Ross Geller,"What? Wh- hello? The Millners' farm in Connecticut? The Millners, they had this unbelievable farm, they had horses, and, and rabbits that he could chase and it was- it w- .....Oh my God, Chi Chi!"
Ross Geller,Can I use.. either thumb?
Ross Geller,Easy.
Ross Geller,What is this?!
Ross Geller,"Hold on a second, alright? Just think about what you went through the last time you quit."
Ross Geller,"Yeah, well, you didn't know Chi Chi."
Ross Geller,"Hey, Pheebs."
Ross Geller,"...I'll go. Let's start with the way he kept picking at- no, I'm sorry, I can't do this, can't do this. We loved him."
Ross Geller,...What shoe?
Ross Geller,...So I think Alan will become the yardstick against which all future boyfriends will be measured.
Ross Geller,"You know what I like most about him, though?"
Ross Geller,The way he makes me feel about myself.
Ross Geller,Well..
Ross Geller,"He was unbelievable. He was like that-that-that Bugs Bunny cartoon where Bugs is playing all the positions, right, but instead of Bugs it was first base-Alan, second base-Alan, third base-..."
Ross Geller,What?
Ross Geller,"Yeah, it's his, uh, innate Alan-ness that-that-that we adore."
Ross Geller,A thumb?!
Ross Geller,"Oh, now, don't listen to him, Pheebs, I think it's endearing."
Ross Geller,"You know, there's nothing wrong with speaking correctly."
Ross Geller,Don't you realise what you're-you're doing to yourself?
Ross Geller,If only he were a woman.
Ross Geller,Okay. I think it's time to change somebody's nicotine patch.
Ross Geller,There y'go.
Ross Geller,"Hey Pheebs, you gonna have the rest of that Pop-Tart?.. Pheebs?"
Ross Geller,"Hey, I might!"
Ross Geller,Is there somebody else?
Ross Geller,"Who-who wants fair? Y'know, I just want things back. Y'know, the way they were."
Ross Geller,"Hey hey, we'll be fine. We're just gonna need a little time."
Ross Geller,Yeah. He could row like a viking.
Ross Geller,So how'd it go?
Ross Geller,"You had a rough day, huh.. c'mere."
Ross Geller,"Yeah, see.. you took mine. Chandler, what about you?"
Ross Geller,"Joey, uh- OMnipotent."
Ross Geller,I cannot sleep in a public place.
Ross Geller,"It's okay, y'know, you just nodded off again."
Ross Geller,Why?
Ross Geller,"Funny, my birthday was seven months ago."
Ross Geller,"So, I'm guessing you had an extra ticket and couldn't decide which one of you got to bring a date?"
Ross Geller,"Oh my God, oh- is today the twentieth, October twentieth?"
Ross Geller,Ohhh.
Ross Geller,"Today's the day Carol and I first.. consummated our physical relationship. Sex. ..You know what, I-I'd better pass on the game. I think I'm just gonna go home and think about my ex-wife and her lesbian lover."
Ross Geller,What are you doing?
Ross Geller,"Alright, alright, maybe it'll take my mind off it. Do you promise to buy me a big thumb finger?"
Ross Geller,"You can totally, totally live on this."
Ross Geller,"Oh, by the way, great service tonight."
Ross Geller,"Carol was wearing boots just like those the night that we- we first- y'know. Fact, she, uh- she never took'em off, 'cause we-we- Sorry. Sorry."
Ross Geller,Peach pit.
Ross Geller,"Peach pit. That night we, uh- we had-"
Ross Geller,"Actually, nectarines, but basically..."
Ross Geller,"Then, uh, then we got dressed, and I-I... I walked her to the- -the bus stop... I'm fine."
Ross Geller,"Sorry, sorry... Uh-oh."
Ross Geller,"No, actually I was just saying it looks like we're not sitting together. But now you mention it, there was ice there that night... It was the first frost..."
Ross Geller,"Get him! GET HIM! Get him! Get- YESSS! Not laughing now, are ya pal!"
Ross Geller,Pass it! Pass it!
Ross Geller,"Look, I don't wanna make any trouble, okay, but I'm in a lot of pain here, alright? My face is dented."
Ross Geller,"Hey, this- Heyy..."
Ross Geller,I remember the moonlight coming through the window- and her face had the most incredible glow.
Ross Geller,"Look, it's just a little more complicated..."
Ross Geller,"Little louder, okay, I think there's a man on the twelfth floor in a coma that didn't quite hear you..."
Ross Geller,My first time with Carol was...
Ross Geller,It was my first time.
Ross Geller,Hi.
Ross Geller,"Fun? Where was the fun? Tell me specifically, which part was the fun part? Where's my puck?"
Ross Geller,"The kid...? Excuse me, uh, that's, that's my puck."
Ross Geller,"Oh yeah? Well, I'm rubber, you're glue, whatever can't do it. Listen, uh- gimme back my puck."
Ross Geller,"'Yes', how about. C'mere. Gimme!"
Ross Geller,GIVE ME MY PUCK!!
Ross Geller,...Now that was fun.
Ross Geller,"Okay, Monica: Right foot red."
Ross Geller,"Okay, Pheebs: Right hand blue. Good."
Ross Geller,Green. To the green.
Ross Geller,"Not that big a deal? It's amazing. Ok, you just reach in there, there's one little maneuver, and bam, a bra right out the sleeve. All right, as far as I'm concerned, there is nothing a guy can do that even comes close. Am I right?"
Ross Geller,Multiple orgasms!
Ross Geller,"Not even, say, breaking up with Janice?"
Ross Geller,Tony?
Ross Geller,"Oh, yeah, last week you had a wonderful, nutty, chocolatey kind of a cakey pie thing. Nothing, just, just, I'm fine."
Ross Geller,"That guy, he burns me up."
Ross Geller,"So, uh, Rachel, what are you, uh, what're you doing tonight?"
Ross Geller,"Oh, you uh, you wanna hear a freaky coincidence? Guess who's doing laundry there too?"
Ross Geller,"Me. Was that not clear? Hey, why don't, um, why don't I just join you both, here?"
Ross Geller,"Yes, I do have a laundry room in my building, um, but there's a.... rat problem. Apparently they're attracted to the dryer sheets, and they're goin' in fine, but they're comin' out all.... fluffy. Anyway, say, sevenish?"
Ross Geller,"Ok, bye. Well, Monica's not coming, it's just gonna be me and Rachel."
Ross Geller,It's laundry. The thinking through is minimal.
Ross Geller,Nuh-uh.
Ross Geller,"So what're you saying here? I should shave again, pick up some wine, what?"
Ross Geller,No.
Ross Geller,"Ok, ok, now what is wrong with my Snuggles? What, it says I'm a sensitive, warm kinda guy, you know, like a warm, fuzzy bear. Ok, I can pick something else up on the way."
Ross Geller,What's goin' on?
Ross Geller,Was your basket on top?
Ross Geller,So?
Ross Geller,"No suds? Excuse me, hold on a second. That's my friend's machine."
Ross Geller,"Hey, hey, hey, that's not the rule and you know it."
Ross Geller,"All right, show's over. Nothing to see here. Ok, let's do laundry."
Ross Geller,"Well, that's because you're such a sweet, gentle, uh...Do you, uh, do you...Oh, hey, uh you must need detergent."
Ross Geller,"Uberveiss. It's new, it's German, it's extra-tough."
Ross Geller,"Rach, do you uh, are you gonna separate those?"
Ross Geller,"Rach, have you never done this before?"
Ross Geller,"Uh, well, don't worry, I'll use the gentle cycle. Ok, um, basically you wanna use one machine for all your whites, a whole nother machine for colors, and a third for your uh, your uh, delicates, and that would be your bras and your under-panty things."
Ross Geller,"Uh, that, that, that would be a judgment call."
Ross Geller,"That does not sound stupid to me. You know, it's like the first time I had to make dinner for myself, after Carol left me? I'm sorry, that's all the time we have. Next on Ross... Uh-oh."
Ross Geller,"Uh-oh, uh-oh, the laundry's done. It's, uh, it's a song. The laundry song that we sing. Uh-oh the laundry's done, uh-oh, uh-oh."
Ross Geller,"Nothing, nothing. Lee-lo, the laundry's done."
Ross Geller,"All right, all right, it's just that you left a red sock in with all your whites, and now, everything's kinda pink."
Ross Geller,"Yeah, uh, except for the red sock, which is still red. I'm sorry, please don't be upset, it could happen to anyone."
Ross Geller,You got the clothes clean. Now that's the important part.
Ross Geller,"You were incredible! Brand new woman, ladies and gentlemen."
Ross Geller,"Ok, um, uh, more clothes in the dryer? I'm fine, I'm fine."
Ross Geller,No.
Ross Geller,Yeah.
Ross Geller,Yeah.
Ross Geller,"What a beautiful story. Hey, I'm fine by the way."
Ross Geller,"Oh, shhh, shh. Magic is about to happen."
Ross Geller,Is it? Feels like two.
Ross Geller,What?
Ross Geller,Oh. Hel-lo!
Ross Geller,He could never get a woman like that in a million years.
Ross Geller,C'mon! C'mon!
Ross Geller,"No, of course not! ...Yeah, yeah, it is."
Ross Geller,"Well, y'know, monogamy can be a, uh, tricky concept. I mean, anthropologically speaking-"
Ross Geller,"Fine. Fine, alright, now you'll never know."
Ross Geller,"Alright. There's a theory, put forth by Richard Leakey-"
Ross Geller,"Oh yeah, nobody knows. And we're not supposed to ask."
Ross Geller,"Oh c'mon! When we were kids, yours was the only Raggedy Ann doll that wasn't raggedy!"
Ross Geller,"Alright, you madcap gal. Try to imagine this. The phone bill arrives, but you don't pay it right away."
Ross Geller,Because you're a kook! Instead you wait until they send you a notice.
Ross Geller,Monica? You're Mom.
Ross Geller,"C'mon, seriously, Joey, what's the part?"
Ross Geller,"You're right, you're right, it is...So you gonna invite us all to the big opening?"
Ross Geller,"Look at it this way: you dumped her. Right? I mean, this woman was unbelievably sexy, and beautiful, intelligent, unattainable... Tell me why you did this again?"
Ross Geller,"No? What happened, big guy?"
Ross Geller,It felt like a 'big guy' moment.
Ross Geller,"Yeah, I mean... I think when it's your shot, y'know, you-you know it's your shot. Did it... feel like your shot..?"
Ross Geller,She is a kook.
Ross Geller,"And officiating at tonight's blackout, is Rabbi Tribbiani."
Ross Geller,That's my sister.
Ross Geller,"Pheebs, what about you?"
Ross Geller,"Disneyland, 1989, 'It's a Small World After All.'"
Ross Geller,"The ride broke down. So, Carol and I went behind a couple of those mechanical Dutch children... then they fixed the ride, and we were asked never to return to the Magic Kingdom."
Ross Geller,Step back.
Ross Geller,"Well, it was the only thing to do there that didn't have a line."
Ross Geller,Come on.
Ross Geller,And you didn't marry him because...?
Ross Geller,"Probably. But you know, I'll tell you something. Passion is way overrated."
Ross Geller,"It is. Eventually, it kind of... burns out. But hopefully, what you're left with is trust, and security, and... well, in the case of my ex-wife, lesbianism. So, you know, for all of those people who miss out on that passion... thing, there's all that other good stuff."
Ross Geller,"But, um... I don't think that's going to be you."
Ross Geller,"Uh-uh. See, I see.... big passion in your future."
Ross Geller,Mmmm.
Ross Geller,I do.
Ross Geller,What?
Ross Geller,What? Why not?
Ross Geller,"No, no, no. I'm not in the zone."
Ross Geller,"I'm taking my time, alright? I'm laying the groundwork. Yeah. I mean, every day I get just a little bit closer to..."
Ross Geller,"I will, I will. See, I'm waiting for the right moment. What? What, now?"
Ross Geller,Shhhh!
Ross Geller,We're shushing... because... we're trying to hear something. Listen. Don't you hear that?
Ross Geller,See?
Ross Geller,"OK, here goes."
Ross Geller,I'm going to do it.
Ross Geller,"You come out there, you're a dead man."
Ross Geller,Thanks. OK.
Ross Geller,"OK, I have a question. Well, actually, it's not so much a question as.. more of a general wondering... ment."
Ross Geller,"OK. Here goes. For a while now, I've been wanting to, um...."
Ross Geller,"Yes, yes, that's right..."
Ross Geller,What? Ow!
Ross Geller,Why don't we just put 'poor little Tooty' out in the hall?
Ross Geller,Yeah?
Ross Geller,Lucky sixes....
Ross Geller,"So, um... where did Paolo come from?"
Ross Geller,"No, I mean tonight, in the building. Suddenly. Into our lives."
Ross Geller,"That, that is funny... .... and Rachel keeps touching him."
Ross Geller,"Blah blah blah, blah blah blah... blah blaaaaaah...."
Ross Geller,Wha-What did he say that was so funny?
Ross Geller,That's... that's classic.
Ross Geller,Paolo. Hi.
Ross Geller,"Listen. Um, listen. Something you should... know... um, Rachel and I... we're kind of a thing."
Ross Geller,"Thing, yes. Thing."
Ross Geller,"No, no, no. Technically the... sex is not... being had, but that's... see, that's not the point. See, um, the point is that... Rachel and I should be, er, together. You know, and if you get in the.... um..."
Ross Geller,"No, no, that's not where I was going. Er, if you get in the... way, of us becoming a thing, then I would be, well, very sad."
Ross Geller,Yeah! Se vice?
Ross Geller,So you do know a little English.
Ross Geller,Do you know the word crapweasel?
Ross Geller,"That's funny, because you know, you are a huge crapweasel!"
Ross Geller,Thank you.
Ross Geller,Kinda... spooky without any lights.
Ross Geller,"OK, guys, guys? I have the definitive one. Mwwwooooo-hah-hah..."
Ross Geller,Oh.. oh... oh.
Ross Geller,"Nono, me neither. Although, uh, y'know, back in college, Susan Sallidor did."
Ross Geller,"No. No, it's just 'cause, uh, I kinda wanted to go out with her too, so I told her, actually, you were seeing Bernie Spellman... who also liked her, so..."
Ross Geller,So he's calling from Rome. I could do that. Just gotta go to Rome.
Ross Geller,"So, uh, how's she doing?"
Ross Geller,"Okay, relax, relax. We are gonna be here for a while, it looks like, and we still have boyfriends and your career to cover."
Ross Geller,"Oh! ...Yeah, they were gross. Oh, you know what I loved? Her Sweet 'n' Los. How she was always stealing them from- from restaurants."
Ross Geller,"Not just restaurants, from our house."
Ross Geller,She looks so small.
Ross Geller,"Well, at least she's with Pop-Pop and Aunt Phyllis now."
Ross Geller,"Bye, Nana."
Ross Geller,"Y'know how-how the nurse said that-that Nana had passed? Well, she's not, quite.."
Ross Geller,"She's not- past, she's present, she's back."
Ross Geller,She may have died.
Ross Geller,We're looking into it.
Ross Geller,"I, uh, I'll go see."
Ross Geller,Now she's passed.
Ross Geller,Twice.
Ross Geller,"I dunno, it's weird. I mean, I know she's gone, but I just don't feel, uh..."
Ross Geller,"Nono, she's gone."
Ross Geller,I thought it was gonna be a closed casket.
Ross Geller,I don't see why not.
Ross Geller,Here's my retainer!
Ross Geller,I was just thinking. When my time comes-
Ross Geller,"Listen to me! When my time comes, I wanna be buried at sea."
Ross Geller,"I wanna be buried at sea, it looks like fun."
Ross Geller,"C'mon, you'll make a day of it! You'll rent a boat, pack a lunch..."
Ross Geller,"Everyone thinks they know me. Everyone says 'Jack Geller, so predictable'. Maybe after I'm gone, they'll say 'Buried at sea! Huh!'."
Ross Geller,I'd like that.
Ross Geller,This one?
Ross Geller,"I have shown you everything we have. Unless you want your mother to spend eternity in a lemon yellow pant-suit, go with the burgundy."
Ross Geller,Oh! A fine choice. I'm coming out.
Ross Geller,"Okay. Um, how about these?"
Ross Geller,And where she's going everyone else'll be dressier?
Ross Geller,"Okay, I have nothing in an evening shoe in the burgundy. I can show you something in a silver that may work."
Ross Geller,"No! Nonono, wait a sec. I may have something in the back."
Ross Geller,Oh my God..
Ross Geller,"Yeah, just... just Nana stuff."
Ross Geller,"How we doing, you guys ready?"
Ross Geller,Some days it's all I can think about.
Ross Geller,"What, we-uh- we don't have shoes here, or...?"
Ross Geller,"Oh, I hope they're not ruined."
Ross Geller,"I know, uh, the air, the-the trees... even though Nana's gone there's, there's something almost, uh- I dunno, almost life-aff-"
Ross Geller,I'm fine. Just-just... having my worst fear realised...
Ross Geller,"What, what is it?"
Ross Geller,Oh! No-n-
Ross Geller,"I feel great. I feel- great, I fleel great."
Ross Geller,"Not the first two, but the second two- woooo! ...I love you guys. You guys are the greatest. I love my sister , I love Pheebs..."
Ross Geller,...Chandler!
Ross Geller,"And listen, man, if you wanna be gay, be gay. Doesn't matter to me."
Ross Geller,Rachel. Rachel Rachel. I love you the most.
Ross Geller,No.
Ross Geller,Oh.. you don't get it!
Ross Geller,Whaddya got there?
Ross Geller,What's the score?
Ross Geller,Beautiful!
Ross Geller,Now I'm depressed! ... Even more than I was.
Ross Geller,That little naked guy would be me.
Ross Geller,"Yes, yes, fine, that is my penis. Can we be grown-ups now?"
Ross Geller,Got me.
Ross Geller,Looks like a fun gang.
Ross Geller,"Nono, that would be me again. I'm, uh, just trying something."
Ross Geller,"No, they're not."
Ross Geller,You're wrong.
Ross Geller,You're wrong.
Ross Geller,I'm calling Mom.
Ross Geller,"Well, you were right. How can they do this to us, huh? It's Thanksgiving."
Ross Geller,Will you make the mashed potatoes with the lumps?
Ross Geller,"Well, I'm off to Carol's."
Ross Geller,"Ooh, ooh. Because she's my ex-wife, and will probably want to bring her, ooh, ooh, lesbian life partner."
Ross Geller,"Hi, is uh, is Carol here?"
Ross Geller,"Oh, I uh, just came by to pick up my skull. Well, not mine, but...Susan: Come in."
Ross Geller,"Thanks. Yeah, Carol borrowed it for a class, and I have to get it back to the museum."
Ross Geller,Kinda like a big face without skin.
Ross Geller,"Ok. Wow, you guys sure have a lot of books about bein' a lesbian."
Ross Geller,"Hey, hey, Yertle the Turtle. A classic."
Ross Geller,"The uh, the baby that hasn't been born yet? Wouldn't that mean you're... crazy?"
Ross Geller,"You're not serious, I mean, you really... you really talk to it?"
Ross Geller,"Do you uh, do you talk about me?"
Ross Geller,Really?
Ross Geller,"Look, if she's talking to it, I just think that I should get some belly time too. Not that I believe any of this."
Ross Geller,"Oh, I hate this story."
Ross Geller,I don't know. It's just not the same without Mom in the kitchen.
Ross Geller,That's closer.
Ross Geller,"Ok, I'm off to talk to my unborn child."
Ross Geller,"Ok, Mom never hit."
Ross Geller,"Ok, ok, here we go. Ok, where am I talking to, here? I mean, uh, well, there is one way that seems to offer a certain acoustical advantage, but..."
Ross Geller,"Ok, ok, ok, ok, here goes. You know, I, you know, can't do this. Uh, this is too weird. I feel stupid."
Ross Geller,"Hello, baby. Hello, hello."
Ross Geller,"And everyone's telling me, you gotta pick a major, you gotta pick a major. So, on a dare, I picked paleontology. And you have no idea what I'm saying, because, let's face it, you're a fetus. You're just happy you don't have gills anymore."
Ross Geller,"Oh, please. I am not singing to your stomach, ok?"
Ross Geller,"Shh! Here we come, walkin' down the street, get the funniest looks from, everyone we meet. Hey, hey! Hey, uh, did you just feel that?"
Ross Geller,"Does it always, uh--?"
Ross Geller,"Hey, hey, you're my baby, and I can't wait to meet you. When you come out I'll buy you a bagel, and then we'll go to the zoo."
Ross Geller,"Hey, hey, I'm your daddy. I'm the one without any breasts."
Ross Geller,"Here we come, walkin' down thethis doesn't smell like Mom's."
Ross Geller,I don't even wanna know about the dark cheese.
Ross Geller,"And hey, here's to a lousy Christmas."
Ross Geller,Guys? There's a somebody I'd like you to meet.
Ross Geller,'That' would be Marcel. You wanna say hi?
Ross Geller,My friend Bethel rescued him from some lab.
Ross Geller,"Yeah. I mean, it's been kinda quiet since Carol left, so..."
Ross Geller,"Nah, I dunno... I think you reach a certain age, having a roommate is kinda pathe- ....sorry, that's, that's 'pathet', which is Sanskrit for 'really cool way to live'."
Ross Geller,How could you not get it? You were Santa last year.
Ross Geller,"Come here, Marcel. Sit here."
Ross Geller,Just a smidge.
Ross Geller,"C'mon, this was a pact! This was your pact!"
Ross Geller,"Okay, look, he's not gonna hurt them, right?"
Ross Geller,"I didn't wanna leave him alone. Alright? We- we had our first fight this morning. I think it has to do with my working late. I said some things that I didn't mean, and he- he threw some faeces..."
Ross Geller,"Oh, that'd be great! Okay, but if you do, make sure it seems like you're there to see him, okay, and you're not like doing it as a favour to me."
Ross Geller,So tell me something. What does the phrase 'no date pact' mean to you?
Ross Geller,"Okay, so on our no-date evening, three of you now have dates."
Ross Geller,Four.
Ross Geller,Five.
Ross Geller,"Okay, so I'm gonna be the only one standing there alone when the ball drops?"
Ross Geller,"Hey, y'know, this is so not what I needed right now."
Ross Geller,"Oh, it's-it's Marcel. He keeps shutting me out, y'know? He's walking around all the time dragging his hands..."
Ross Geller,Really.
Ross Geller,"What, uh... what juggling thing?"
Ross Geller,No.
Ross Geller,Par-tay!
Ross Geller,"'That thing'? This is how you greet guests at a party? Let me ask you something, if I showed up here with my new girlfriend, she wouldn't be welcome in your home?"
Ross Geller,Okay. He was more embarrassed about that than anyone. Okay? And for him to have the courage to walk back in here like nothing happened...
Ross Geller,"Thank you. C'mon, Marcel, whaddya say you and I do a little mingling? Alright, I'll, uh... catch up with you later."
Ross Geller,"Look at him. I'm not saying he has to spend the whole evening with me, but at least check in."
Ross Geller,Perfect. Perfect. So now everybody's getting kissed but me.
Ross Geller,"I wanted this to work so much. I mean I'm still in there, changing his diapers, pickin' his fleas... but he's just phoning it in. Just so hard to accept the fact that something you love so much doesn't love you back."
Ross Geller,"C'mon, Chandler, I love your mom. I think she's a blast."
Ross Geller,"Oh, please..."
Ross Geller,When did Rigatoni get back from Rome?
Ross Geller,"Ah, so then his plane didn't explode in a big ball of fire?... Just a dream I had- but, phew."
Ross Geller,What is this dive? Only you could've picked this place.
Ross Geller,"Uh, I'm not really a shot drinking kinda guy."
Ross Geller,...But a man can change.
Ross Geller,Anyone want me to appraise anything?
Ross Geller,"Yeah, I'm fine, I'm fine."
Ross Geller,Nothing. Nothing nothing nothing.
Ross Geller,No. It's the one he's licking.
Ross Geller,You're good.
Ross Geller,The girl on the cover with her nipples showing?
Ross Geller,When?
Ross Geller,The guy on the cover with his nipples showing?
Ross Geller,Please.
Ross Geller,Right.
Ross Geller,Uh-oh...
Ross Geller,"Hey, is Chandler here?"
Ross Geller,"Okay, uh, about last night, um, Chandler.. you didn't tell... Okay, 'cause I'm thinking- we don't need to tell Chandler, I mean, it was just a kiss, right? One kiss? No big deal? Right?"
Ross Geller,Okay.
Ross Geller,What code?
Ross Geller,"Uh.. uh.. Well, Joey and I had discussed getting in an early morning racquetball game. But, um, apparently, somebody overslept."
Ross Geller,"No, no I don't, because it's being restrung, somebody was supposed to bring me one."
Ross Geller,"Okay, I'm scum, I'm scum."
Ross Geller,"I don't know, God, I... well, it's not like she's a regular mom, y'know? She's, she's sexy, she's..."
Ross Geller,Well... not in the same way...
