speaker,transcript
Rachel Green,"I know I had it this morning, and I know I had it when I was in the kitchen with..."
Rachel Green,"Ohhhhh, don't be mad..."
Rachel Green,"Oh, I am sorry..."
Rachel Green,"Oh, but look how straight those noodles are!"
Rachel Green,"Well now, how-how do you fit into this whole thing?"
Rachel Green,So what are you gonna do?
Rachel Green,You're twins?
Rachel Green,"All right, you guys, I kinda gotta clean up now."
Rachel Green,"The lights, please.."
Rachel Green,I'm just cleaning up.
Rachel Green,"Uh.. okay, sure! Thanks!"
Rachel Green,Oh.. a little..
Rachel Green,A lot.
Rachel Green,"So, got any advice? Y'know, as someone who's recently been- dumped?"
Rachel Green,"Oh, you've got Carol tomorrow.. When did it get so complicated?"
Rachel Green,Remember when we were in high school together?
Rachel Green,"I mean, didn't you think you were just gonna meet somone, fall in love- and that'd be it? ..Ross?"
Rachel Green,"Oh! Man, I never thought I'd be here.."
Rachel Green,Barry?
Rachel Green,Are you sure?
Rachel Green,I'm- uh- I'm okay... You look great!
Rachel Green,I dumped him.
Rachel Green,"Oh, not much. I-I got a job."
Rachel Green,Why are- why are you so tanned?
Rachel Green,Oh no. You went on our honeymoon alone?
Rachel Green,"Mindy?! My maid of honour, Mindy?!"
Rachel Green,"Oh! Well, um.. You've got plugs!"
Rachel Green,And you've got lenses! But you hate sticking your finger in your eye!
Rachel Green,Okay..
Rachel Green,Wow.
Rachel Green,What?
Rachel Green,"Anyway, um, I guess this belongs to you. And thank you for giving it to me."
Rachel Green,"Hi, Mindy. Hi, it-it's Rachel. Yeah, I'm fine. I-I saw Barry today. Oh, yeah, yeah he-he told me. No, no, it's okay. I hope you two are very happy, I really do. Oh, oh, and Mind, y'know, if-if everything works out, and you guys end up getting married and having kids- and everything- I just hope they have his old hairline and your old nose. Okay, I know it was a cheap shot, but I feel so much better now."
Rachel Green,"What? He said 'we should do it again', that's good, right?"
Rachel Green,Since when?
Rachel Green,And everybody knows this?
Rachel Green,"Alright, don't tell me, don't tell me! Decaf cappucino for Joey.. Coffee black.. Late.. And an iced tea. I'm getting pretty good at this!"
Rachel Green,Good for me!
Rachel Green,"Yeah, but if you spent it, it would be like shopping!"
Rachel Green,"Chandler, what are you doing?"
Rachel Green,This Alan again? How's it goin'?
Rachel Green,"Well, then can we meet him?"
Rachel Green,What bank is this?
Rachel Green,And did you notice...?
Rachel Green,"What future boyfriends? Nono, I th- I think this could be, y'know, it."
Rachel Green,"I mean, it-it was like, it was like he made us into a team."
Rachel Green,"Well, no. That's impossible. You can never be too Alan."
Rachel Green,It's worse than the thumb!
Rachel Green,"Well, I-I could live without it."
Rachel Green,"""Indeed there isn't""... I should really get back to work."
Rachel Green,"Ohh-ho-hooohhh. The hair comes out, and the gloves come on."
Rachel Green,"Chandler? It's Alan, he wants to speak to you."
Rachel Green,"God, he's good."
Rachel Green,Yeah.
Rachel Green,I think he's across the hall.
Rachel Green,"Uh, Joey.."
Rachel Green,We didn't change..
Rachel Green,"I just can't believe this! I mean, with the holidays coming up- I wanted him to meet my family-"
Rachel Green,Remember when we went to Central Park and rented boats?.. That was fun.
Rachel Green,"See, there's always one guy. ""If I had a wish, I'd wish for three more wishes."""
Rachel Green,"Look-look-look-look-look, my first pay check! Look at the window, there's my name! Hi, me!"
Rachel Green,"God, isn't this exciting? I earned this. I wiped tables for it, I steamed milk for it, and it was totally not worth it. Who's FICA? Why's he getting all my money? I mean, what- Chandler, look at that."
Rachel Green,Oh my God!
Rachel Green,What are you guys doing here?
Rachel Green,"Look at you, you are so big I can't believe it!"
Rachel Green,So what's going on with you?
Rachel Green,"So c'mon, you guys, tell me all the dirt!"
Rachel Green,Okay.
Rachel Green,"What? Guys, I'm not."
Rachel Green,I'm not! This is what I'm doing now. I've got this job-
Rachel Green,"Okay, I'm not just waitressing. I'm.. I, um... I write the specials on the specials board, and, uh... and I, uh... I take the uh dead flowers out of the vase... Oh, and, um, sometimes Artelle lets me put the little chocolate blobbies on the cookies."
Rachel Green,What's that?
Rachel Green,Okay.
Rachel Green,"Oh, God, ask them what they want."
Rachel Green,But I haven't used my card in weeks!
Rachel Green,"They wanna know if I'm okay. Okay.. they wanna know if I'm okay, okay, let's see. Well, let's see, the FICA guys took all my money, everyone I know is either getting married, or getting promoted, or getting pregnant, and I'm getting coffee! And it's not even for me! So if that sounds like I'm okay, okay, then you can tell them I'm okay, okay?"
Rachel Green,"Alright, c'mon! Let's play Twister!"
Rachel Green,"Monica, what is so amazing? I gave up, like, everything. And for what?"
Rachel Green,...Jack from downstairs?
Rachel Green,"Okay, but Pheebs, Pheebs, Jack gave up a cow, I gave up an orthodontist. Okay, I-I-I know, I know I didn't love him-"
Rachel Green,"But see, it was a plan. Y'know, it was clear. It was figured out, and now everything's just kinda like..."
Rachel Green,Yeah.
Rachel Green,"Okay, but Monica, what if- what if it doesn't come together?"
Rachel Green,"Okay, see, see, you guys, what if we don't get magic beans? I mean, what if all we've got are.. beans?"
Rachel Green,"I'm so sorry, you guys. I didn't mean to bring you down."
Rachel Green,Thank God. Food.
Rachel Green,"No, no, that's not what we ordered... We ordered a fat-free crust with extra cheese."
Rachel Green,"Uh, Pheebs? Who's George Snuffalopagus?"
Rachel Green,Hello? Who are we spying on?
Rachel Green,"Oh, him, the little guy? Oh, I love him!"
Rachel Green,Yeah.
Rachel Green,"Oh please, they're having sex."
Rachel Green,"So, whaddya think George is like?"
Rachel Green,How long?
Rachel Green,"Okay, okay, okay, I got one! Anyway- The valentine Tommy Rollerson left in your locker was really from me."
Rachel Green,Hello? Like he was really gonna send you one? She was a big girl.
Rachel Green,I was laughing! You made me laugh!
Rachel Green,He is so cute!
Rachel Green,"Oh, okay. Will you take my place?"
Rachel Green,"Nooo! Hello? Oh, yeah, no, I know, I-I haven't been using it much. Oh, well, thanks, but, I'm okay, really."
Rachel Green,I've got magic beans. Never-never mind.
Rachel Green,Ohhh... I'm fine.
Rachel Green,Come on! You guys can pee standing up.
Rachel Green,Does anybody want anything else?
Rachel Green,It's my father. He wants to give me a Mercedes convertible.
Rachel Green,"Yeah, well, it's a Mercedes if I move back home. Oh, it was horrible. He called me young lady."
Rachel Green,"Oh, yeah, yeah. Actually, I got the extended disco version, with three choruses of ""You'll never make it on your own""."
Rachel Green,"Oh, big glamour night. Me and Monica at Laundorama."
Rachel Green,Who?
Rachel Green,Don't you have a laundry room in your building?
Rachel Green,Sure.
Rachel Green,"Oh, 'scuse me. I was kinda using that machine."
Rachel Green,But I saved it. I put my basket on top.
Rachel Green,What?
Rachel Green,"Hi, uh, nothing. That horrible woman just took my machine."
Rachel Green,"Yeah, but, there were no suds."
Rachel Green,"Well, you know, no suds, no save."
Rachel Green,That was amazing. I can't even send back soup.
Rachel Green,What's that?
Rachel Green,"Oh god. Oh, am I being like a total laundry spaz? I mean, am I supposed to use like one machine for shirts and another machine for pants?"
Rachel Green,"Well, not myself, but I know other people that have. Ok, you caught me. I'm a laundry virgin."
Rachel Green,"Ok, Well, what about these are white cotton panties. Would they go with whites or delicates?"
Rachel Green,"Ok, I know this is gonna sound really stupid, but I feel that if I can do this, you know, if I can actually do my own laundry, there isn't anything I can't do."
Rachel Green,What uh-oh?
Rachel Green,"Ross, what's the matter?"
Rachel Green,"Come on, show me."
Rachel Green,"Oh, everything's pink."
Rachel Green,"Except it didn't. It happened to me. Oh, god, I'm gonna look like a big marshmallow peep. What am I doing? What am I doing? My father's right. I can't live on my own! I can't even do laundry!"
Rachel Green,"Oh, I guess. Except everything looks like jammies now."
Rachel Green,"Whoa, I'm sorry. Excuse me. We had this cart."
Rachel Green,"I'm sorry, you know, maybe I wasn't being clear. Uh, this is our cart."
Rachel Green,"Hey, hey, hey, hey, quit making up rules!"
Rachel Green,"All right, listen, missy. If you want this cart, you're gonna have to take me with it!"
Rachel Green,Yes! Did you see that?
Rachel Green,I could not have done this without you.
Rachel Green,Are you sure?
Rachel Green,"Oh, are you sure you're ok?"
Rachel Green,Does it still hurt?
Rachel Green,Where's Chandler?
Rachel Green,"Ooh! Look! Look! Look! Look, there's Joey's picture! This is so exciting!"
Rachel Green,God. I feel violated.
Rachel Green,"Oh, c'mon. She's a person, you can do it!"
Rachel Green,What is it?
Rachel Green,Tah-daaah!
Rachel Green,"Look! I cleaned! I did the windows, I did the floors... I even used all the attachments on the vacuum, except that little round one with the bristles, I don't know what that's for."
Rachel Green,"Well, whaddya think?"
Rachel Green,"I dunno.. I-I thought it looked better there. And I- and also, it's an extra seat around the coffee table."
Rachel Green,"Okay, uh, you let me go grocery shopping, and I buy laundry detergent, but it's not the one with the easy-pour spout."
Rachel Green,"..You're, you're 'mah mah mah' what?"
Rachel Green,Who is being loud?
Rachel Green,"Ooh, do I sense a little bit of resentment?"
Rachel Green,"Oh, Joey, you know what, no-one is gonna be able to tell."
Rachel Green,"Uh, Mon, you-you gonna leave your shoes out here?"
Rachel Green,Really? Just casually strewn about in that reckless haphazard manner?
Rachel Green,"Everybody? Shh, shhh. Uhhh... Central Perk is proud to present the music of Miss Phoebe Buffay."
Rachel Green,"Wow, this is so cool, you guys. The entire city is blacked out!"
Rachel Green,"Wow, you guys, this is big."
Rachel Green,That had to hurt!
Rachel Green,"Alright, somebody."
Rachel Green,Um... Ross?
Rachel Green,"Oh come on, I already went."
Rachel Green,"Oh, alright. The weirdest place would have to be... ... oh, the foot of the bed."
Rachel Green,"I just never had a relationship with that kind of passion, you know, where you have to have somebody right there, in the middle of a theme park."
Rachel Green,"There, well, see? Barry wouldn't even kiss me on a miniature golf course."
Rachel Green,"No, he said we were holding up the people behind us."
Rachel Green,"I mean, do you think there are people who go through life never having that kind of..."
Rachel Green,Yeah right.
Rachel Green,OK.
Rachel Green,You don't.
Rachel Green,Really?
Rachel Green,You do?
Rachel Green,"Oh Ross, you're so great."
Rachel Green,What are you shushing?
Rachel Green,Ahhhh!
Rachel Green,Huh.
Rachel Green,Hmmm... this is so nice.
Rachel Green,OK.
Rachel Green,Ohhh!!!!
Rachel Green,"Oh, look at the little cat!"
Rachel Green,During a blackout? He'd get trampled!
Rachel Green,Oh. Hi. We just found this cat and we're looking for the owner.
Rachel Green,Bob Buttons?
Rachel Green,"Here, kitty-kitty. Here kitty-kitty. Where did you go, little kitty-kitty-kitty? Here kitty-kitty-kitty-kitty..."
Rachel Green,Wow.
Rachel Green,"Everybody, this is Paolo. Paolo, I want you to meet my friends. This is Monica."
Rachel Green,And Joey....
Rachel Green,And Ross.
Rachel Green,He doesn't speak much English.
Rachel Green,Look at that!
Rachel Green,"Oh... Italy, I think."
Rachel Green,"Well, the cat... the cat turned out to be Paolo's cat!"
Rachel Green,"Oh, I found him. He was Paolo's cat."
Rachel Green,"Ah, Paolo, this is Phoebe."
Rachel Green,I have absolutely no idea.
Rachel Green,"Oh my God, you guys, what am I doing? What am I doing? This is so un-me!"
Rachel Green,"God, the first time he smiled at me... those three seconds were more exciting than three weeks in Bermuda with Barry."
Rachel Green,"Y'know, I know it's totally superficial and we have absolutely nothing in common, and we don't even speak the same language but Goooooooddddddd...."
Rachel Green,"Um... yeah. Well, I mean, when I first met you, y'know, I thought maybe, possibly, you might be..."
Rachel Green,"Yeah, but then you spent Phoebe's entire birthday party talking to my breasts, so then I figured maybe not."
Rachel Green,"Oh my God! Calling from Rome! Bon giorno, caro mio."
Rachel Green,"Monica, your dad just beeped in, but can you make it quick? Talking to Rome. I'm talking to Rome."
Rachel Green,"Yes, Chandler, that's exactly what it is. It's your hair."
Rachel Green,"So, um, did she..."
Rachel Green,"Aw. Hey, Pheebs, want this?"
Rachel Green,Sure. I just sharpened her this morning.
Rachel Green,"Oh, you-you mean your earrings?"
Rachel Green,Hm-m.
Rachel Green,Yes. Paolo sent them from Italy.
Rachel Green,Oh no! My new Paolo shoes!
Rachel Green,"Oh, well you know who I love the most?"
Rachel Green,You!
Rachel Green,"Pheebs, could you maybe hand me a cracker?"
Rachel Green,"Hey, who's this little naked guy?"
Rachel Green,"Aww, look at the little thing."
Rachel Green,"Wow, Monica, you look just like your grandmother. How old was she there?"
Rachel Green,"Terry, I, I, I know that I haven't worked here very long, but I was wondering, do you think it would be possible if I got a $100 advance in my salary?"
Rachel Green,"It's so that I can spend Thanksgiving with my family. See, every year we go skiing in Vail, and normally my father pays for my ticket, but I sort of started the whole independence thing, you know, which is actually why I took this job."
Rachel Green,"Ok, I, I hear what you're sayin'. I'm with you. Um, but I, but I'm trying really hard. And I think I'm doing better. I really do. Does anybody need coffee? Oh, look at that."
Rachel Green,"Excuse me, sir. Hi, you come in here all time. I was just wondering, do you think there's a possibility that you could give me an advance on my tips?"
Rachel Green,"Ok, ok, that's fine. Fine. Hey, I'm sorry about that spill before. Only $98.50 to go."
Rachel Green,"Absolutely. Shoop, shoop, shoop. Only a hundred and two dollars to go."
Rachel Green,"Yeah, well it was. I, I broke a cup."
Rachel Green,"No, not even close. Forget Vail, forget seeing my family, forget shoop, shoop, shoop."
Rachel Green,"Thanks, you can just put it on the table."
Rachel Green,"Thanks, you can just put it on the table."
Rachel Green,"Oh my god, oh, you guys are great."
Rachel Green,Thank you. Thank you so much!
Rachel Green,"Wait, wait, Chandler, this is what you're havin' for Thanksgiving dinner? What, what, what is it with you and this holiday?"
Rachel Green,Oh my god.
Rachel Green,Saw what?
Rachel Green,"I got the tickets! I got the tickets! Five hours from now, shoop, shoop, shoop."
Rachel Green,"Ok, I'm gonna get my stuff."
Rachel Green,"Ok, good-bye you guys. Thanks for everything. Oh, sorry! Oh, sorry!"
Rachel Green,"I can't, I gotta go."
Rachel Green,Ok.
Rachel Green,I loved the moment when you first saw the giant dog shadow all over the park.
Rachel Green,We're waiting for you to open the door. You got the keys.
Rachel Green,"Yes, you do. When we left, you said, ""got the keys."""
Rachel Green,"No, no, no, you said, ""got the keys""."
Rachel Green,"Oh, I gotta get my ticket!"
Rachel Green,"All right, listen, smirky. If it wasn't for you and your stupid balloon, I would be on a plane watching a woman do this right now. But I'm not."
Rachel Green,"No, I didn't. I wouldn't say I had the keys unless I had the keys, and I obviously didn't have the keys."
Rachel Green,Aside from the fact that you said you had them?
Rachel Green,"Well, you should have."
Rachel Green,Because!
Rachel Green,Because!
Rachel Green,"Oh, god, this is great! The plane is gone, so it looks like I'm stuck here with you guys."
Rachel Green,What?
Rachel Green,By all means.
Rachel Green,And a crappy New Year.
Rachel Green,"Oh, he is precious! Where did you get him?"
Rachel Green,"Hey, do you guys know what you're doing for New Year's? Gee, what?! What is wrong with New Year's?"
Rachel Green,"Well, for your information, Paolo is gonna be in Rome this New Year, so I'll be just as pathetic as the rest of you."
Rachel Green,"Phoebe, you're on."
Rachel Green,"Okay, hi. Ladies and gentlemen, back by popular demand, Miss Phoebe Buffay. Wooh!"
Rachel Green,"Pheebs, I can't believe he hasn't kissed you yet. I mean God, by my sixth date with Paolo, I mean he had already named both my breasts! ...Ooh. Did I just share too much?"
Rachel Green,Yeah!
Rachel Green,"Okay, here we go..."
Rachel Green,There. Now there is.
Rachel Green,Five.
Rachel Green,Sorry. Paolo's catching an earlier flight.
Rachel Green,"Oh, c'mon. We'll have, we'll have a big party, and no-one'll know who's with who."
Rachel Green,Rome. Jerk missed his flight.
Rachel Green,"No. Okay. I was at the airport, getting into a cab, when this woman- this blonde planet with a pocketbook- starts yelling at me. Something about how it was her cab first. And then the next thing I know she just starts- starts pulling me out by my hair! So I'm blowing my attack whistle thingy and three more cabs show up, and as I'm going to get into a cab she tackles me. And I hit my head on the kerb and cut my lip on my whistle...oh...everybody having fun at the party? Are people eating my dip?"
Rachel Green,"Vrrbddy, the bll is drrbing."
Rachel Green,The bll is drrbing!
Rachel Green,I can't kiss anyone.
Rachel Green,...I think that bitch cracked my tooth.
Rachel Green,"Oh, she's coming up! She's coming up!"
Rachel Green,"No way, forget it."
Rachel Green,"Chandler, I gotta tell you, I love your mom's books! I love her books! I cannot get on a plane without one! I mean, this is so cool!"
Rachel Green,"Oh, hi sweetie."
Rachel Green,"Hi! Sorry- sorry we're late, we, uh, kinda just, y'know, lost track of time."
Rachel Green,"Mrs. Bing, I have to tell you, I've read everything you've ever written. No, I mean it! I mean, when I read Euphoria at Midnight, all I wanted to do was become a writer."
Rachel Green,Hey.
Rachel Green,What're you guys doing out here?
Rachel Green,"Well,sounds like you two have issues."
Rachel Green,"Goodbye, baby."
Rachel Green,Hey.
Rachel Green,"Yeah. Thought I'd give it a shot. I'm still on the first chapter. Now, do you think his 'love stick can be liberated from its denim prison'?"
Rachel Green,Hey.
Rachel Green,Okay. I am so hot!
Rachel Green,Central Perk is proud to present Miss Phoebe Buffay.
Rachel Green,"Okay, that was Phoebe Buffay, everybody. Woo!"
Rachel Green,"Okay. Now this is just the first chapter, and I want your absolute honest opinion. Oh, oh, and on page two, he's not 'reaching for her heaving beasts'."
Rachel Green,"Alright, alright, so I'm not a great typist..."
Rachel Green,"Alright, that's it! Give it back! That's it!"
Rachel Green,"Honey, you can say it, Poconos, Poconos, it's like Poc-o-nos"
Rachel Green,"Yes, my sister's giving us her place for the weekend."
Rachel Green,I know...
Rachel Green,"I mean, we are way past the fling thing, I mean, I am feeling things that I've only read about in Danielle Steele books, you know? I mean, when I'm with him, I'm totally, totally..."
Rachel Green,"I can't believe you don't want to know. I mean, I couldn't not know, I mean, if, if the doctor knows, and Carol knows, and Susan knows...."
Rachel Green,Pheebs!
Rachel Green,"Oh, right, that's me!"
Rachel Green,"""Ooo,"" what?"
Rachel Green,Hi Pheebs!
Rachel Green,"No, these aren't all my suitcases. This one's Paolo's."
Rachel Green,"Well, sure...just a sec, though, 'cause Paolo's on his way over."
Rachel Green,"Oh, Pheebs, Pheebs..."
Rachel Green,"Ok, thanks Pheebs Oh my God, why have I never tasted these before?!"
Rachel Green,"All right, well, you're right, these are the best oatmeal cookies I've ever had."
Rachel Green,I guess you don't.
Rachel Green,I need some milk.
Rachel Green,"No...oh, I feel so stupid! Oh, I think about the other day with you guys and I was all ""Oh, Paolo, he's so great, he makes me feel so..."" Oh, God, I'm so embarrassed!"
Rachel Green,"Pheebs, if I had never met him this never would have happened!"
Rachel Green,"I don't know...right, he's the pig!"
Rachel Green,"Oh, God, he's such a pig,"
Rachel Green,He's like a big disgusting...
Rachel Green,...pig...pig man!
Rachel Green,"Oh, but he was my pig man...how did I not see this?"
Rachel Green,"Ok, Ok, Pheebs..."
Rachel Green,"Oh, God..."
Rachel Green,"No, no, trust, me, it's, it's, it's much better that I know. Uh, I just liked it better before it was better..."
Rachel Green,Hey.
Rachel Green,"Ooh, I've been better..."
Rachel Green,"Oh, Ross..."
Rachel Green,"I am so sick of guys. I don't want to look at another guy, I don't want to think about another guy, I don't even want to be near another guy."
Rachel Green,"Oh Ross, you're so great!"
Rachel Green,Oh...
Rachel Green,...medium...hmm...any cookies left?
Rachel Green,"No. I just need to be by myself for a while, you know? I just got to figure out what I want"
Rachel Green,"No, I know, I know, and I'm sure your little boy is not going to grow up to be one."
Rachel Green,What?
Rachel Green,"Uh...no. No, no, in fact, you're not having a boy."
Rachel Green,"That is it! You just barge in here, you don't knock"
Rachel Green,You have no respect for anybody's privacy!
Rachel Green,"No, you wait! This is ridiculous!"
Rachel Green,What? What?!
Rachel Green,Oh!!
Rachel Green,He's so cute! And he seems to like you so much.
Rachel Green,Okaaay. Any of you guys want anything else?
Rachel Green,"No, I'm sorry, we're all out of those. Anybody else?"
Rachel Green,"Okay, okay, could we change the subject, please?"
Rachel Green,"Okay, Pheebs, I was hoping for more of a change."
Rachel Green,"Nice? They were nice. I mean, that's it? I mean, mittens are nice."
Rachel Green,"I know, I mean, why can't parents just stay parents? Why do they have to become people? Why do they have... Why can't you stop staring at my breasts?"
Rachel Green,Did you not get a good enough look the other day?
Rachel Green,"C'mon, he's right. Tit for tat."
Rachel Green,"You're right! I mean you're right! It wasn't just the Weebles, but it was the Weeble Play Palace, and and the Weebles' Cruise Ship. Oh, which had this little lifeboat for the Weebles to wobble in."
Rachel Green,"Hi, I'm Rachel."
Rachel Green,Bathroom's up there.
Rachel Green,"Hey, listen, Ronni, how long would you say Chandler's been in the shower?"
Rachel Green,"Perfect. Fasten your seatbelts, it's peepee time. Hey, Mr. Trib."
Rachel Green,Chandler Bing? It's time to see your thing.
Rachel Green,I thought it was Chandler!
Rachel Green,You were supposed to be in there so I could see your thing!
Rachel Green,We hate that guy.
Rachel Green,We're sorry.
Rachel Green,Wow.
Rachel Green,"Just think, in a couple of years we get to turn into them."
Rachel Green,What happened?
Rachel Green,"Do what, do what?"
Rachel Green,No! Phoebes! Don't you remember why you dumped the guy?
Rachel Green,"Well, what are you guys doing tomorrow night?"
Rachel Green,"Ok, ok, Roger was creepy, but he was nothing compared to Pete Carney."
Rachel Green,"Pete the Weeper? Remember that guy who used to cry every time we had sex. ""Was it good for you?"""
Rachel Green,How did we end up with these jerks? We're good people!
Rachel Green,"Pheebes, this woman is voluntarily bald."
Rachel Green,Or?
Rachel Green,"Burning's good. Yeah, I got stuff to burn."
Rachel Green,"Oh my god. Janice, hi!"
Rachel Green,"Oh, Joey, look who it is."
Rachel Green,"Ok, Pheebs, you know what, if we had that, we wouldn't be doing the ritual in the first place."
Rachel Green,"Ok, Barry's letters. Adam Ritter's boxer shorts."
Rachel Green,Hey he's wearing a sweater.
Rachel Green,And here we have the last of Paulo's grappa.
Rachel Green,Really?
Rachel Green,"So, um, will you bring the truck?"
Rachel Green,"Oh, my god."
Rachel Green,"Oh, they're firemen guys."
Rachel Green,Coffee.
Rachel Green,Cappuccino.
Rachel Green,And a nice hot cider for Monica.
Rachel Green,Yeah?
Rachel Green,Oh! That's why. I'm sorry!
Rachel Green,... the WENUS?
Rachel Green,Oh. That WENUS.
Rachel Green,"No. But don't worry, I'm sure they're still there."
Rachel Green,Career counselor?
Rachel Green,I don't!
Rachel Green,The meeting with the guy went great?
Rachel Green,What are you going to make?
Rachel Green,"And Monica, what are you going to make?"
Rachel Green,"Bzzzz.... I love you, Ross."
Rachel Green,So what are you guys going to do?
Rachel Green,My God! What happened to you?
Rachel Green,"Oh Chandler, I know, I know... oh, hey! You can see your nipples through this shirt!"
Rachel Green,Waitressing?
Rachel Green,"But, but?"
Rachel Green,Oh! I see. And I've sort of been maintaining my amateur status so that I can waitress in the Olympics.
Rachel Green,Who was that?
Rachel Green,Oh... that's too bad. Bye bye.
Rachel Green,No.
Rachel Green,"Mon. I wish I could, but I've made plans to walk around."
Rachel Green,Done.
Rachel Green,Well hello! Welcome to Monica's. May I take your coat?
Rachel Green,What's up?
Rachel Green,What?
Rachel Green,"OK, OK. I'm with you, Cheech. OK."
Rachel Green,"Let me, let me get you some wine!"
Rachel Green,Excuse me? Can I help you with anything?
Rachel Green,You don't want to work for a guy like that.
Rachel Green,"Maybe, but shouldn't we wait for Chandler?"
Rachel Green,"No, yeah, Ive done that."
Rachel Green,Ive never done that.
Rachel Green,"Um, Pheebs, so, you guys just dont get along?"
Rachel Green,"So, is this just gonna be you and Carol?"
Rachel Green,"Well, isnt, isnt that gonna be weird?"
Rachel Green,"Cool... ""Urkel"" in Spanish is ""Urkel."""
Rachel Green,"Well, someone was supposed to write ""Rach, take down the lights"" and put it on the re... frigerate... How long has that been there?"
Rachel Green,"So Pheebs, what do you want for your birthday?"
Rachel Green,Okay... Let me put it this way. Anything from Crabtree and Evelyn?
Rachel Green,"Ooh, okay... good."
Rachel Green,"Oh, well, that shouldnt be so hard, now that youre dating. ""Sweetheart, youre fired, but how bout a quickie before I go to work?"""
Rachel Green,You dont even have cats.
Rachel Green,Well try to keep it down.
