speaker,transcript
Chandler Bing,'Scuse me.
Chandler Bing,"Listen, it's kind of an emergency. Well, I guess you know that, or we'd be in the predicament room."
Chandler Bing,"Excuse me, look, we've been here for over an hour, and a lot of people less sick than my friend have gone in. I mean, that guy with the toe thing? Who's he sleeping with? Oh, c'mon Dora, don't be mad... I know we both said some things we didn't mean, but that doesn't mean we still don't love each other. Y'know, I feel like I've lost her.. Ba-!"
Chandler Bing,"Yes, the moon, the glow, the magical feeling, you did this part- Could I get some painkillers over here, please?"
Chandler Bing,"Well, what? What? What is it? That she left you? That she likes women? That she left you for another woman that likes women?"
Chandler Bing,Then what?
Chandler Bing,"So in your whole life, you've only been with one oh."
Chandler Bing,"I think it's great. Y'know, it's sweet, it's romantic..."
Chandler Bing,"No, you kidding? The guy's a freak.."
Chandler Bing,"Oh, I thought you were great in Silence of the Lambs. Oh come on, admit it! All things considered, you had fun tonight."
Chandler Bing,"You gotta do it, man."
Chandler Bing,Thanks.
Chandler Bing,"Hello? Oh, uh, Rachel, it's the Visa card people."
Chandler Bing,"Alright. Yes, this is Rachel."
Chandler Bing,"To the left, to the left- aww!"
Chandler Bing,"We can? All right, I'm tryin' that."
Chandler Bing,"So, Saturday night, the big night, date night, Saturday night, Sat-ur-day night!"
Chandler Bing,Not a one.
Chandler Bing,"Oh, right, right, shut up."
Chandler Bing,"No, I know, but it's just so hard, you know? I mean, you're sitting there with her, she has no idea what's happening, and then you finally get up the courage to do it, and there's the horrible awkward moment when you've handed her the note."
Chandler Bing,"Oh, thanks, but I think she'd feel like we're gangin' up on her."
Chandler Bing,"Ooh, I hate when my father calls me that."
Chandler Bing,"Oh. Well, hold on camper, are you sure you've thought this thing through?"
Chandler Bing,"It's just you and Rachel, just the two of you? This is a date. You're going on a date."
Chandler Bing,Yuh-huh.
Chandler Bing,"Well, you may wanna rethink the dirty underwear. This is basically the first time she's gonna see your underwearyou want it to be dirty?"
Chandler Bing,"Oh, and uh, the fabric softener?"
Chandler Bing,There you go.
Chandler Bing,Where are they? Where are they?
Chandler Bing,It's great. Maybe tomorrow we can rent a car and run over some puppies.
Chandler Bing,Here we go.
Chandler Bing,"Hey, Janice."
Chandler Bing,"Hey, that's not good. Can I get an espresso and a latte over here, please?"
Chandler Bing,What?
Chandler Bing,What... did you get me there?
Chandler Bing,Bullwinkle socks. That's so sweet.
Chandler Bing,That's great.
Chandler Bing,"Well, I'm gonna get another espresso. Can I get you another latte?"
Chandler Bing,That's it?
Chandler Bing,"Oh, yeah, that hug looked pretty brutal."
Chandler Bing,"Janice. Hi, Janice. Ok, here we go. I don't think we should go out anymore. Janice."
Chandler Bing,"Here's the thing, Janice. You know, I mean, it's like we're different. I'm like the bing, bing, bing. You're like the boom, boom, ... boom."
Chandler Bing,"Oh, my god, I'm so sorry. Are you ok?"
Chandler Bing,I hit her in the eye! I hit her in the eye! This is the worst break-up in the history of the world.
Chandler Bing,"Oh, I don't know, a million?"
Chandler Bing,I'm fine.
Chandler Bing,I'm not fine. Here she comes.
Chandler Bing,How do you do that?
Chandler Bing,We should always always break up together.
Chandler Bing,I'm free! I'm free!
Chandler Bing,"You can always spot someone who's never seen one of his plays before. Notice, no fear, no sense of impending doom..."
Chandler Bing,"Ross, ten o'clock."
Chandler Bing,"No, ten o'clock."
Chandler Bing,"There's a beautiful woman at eight, nine, ten o'clock!"
Chandler Bing,"She's amazing! She makes the women that I dream about look like short, fat, bald men!"
Chandler Bing,"Oh yeah, and what would my opening line be? 'Excuse me. Blarrglarrghh.'"
Chandler Bing,"Oh please, could she be more out of my league? Ross, back me up here."
Chandler Bing,"Thank you, buddy."
Chandler Bing,Y'think?
Chandler Bing,"Oh God, I can't believe I'm even considering this... I'm very very aware of my tongue..."
Chandler Bing,Here goes.
Chandler Bing,"Hi.... um... okay, next word... would be... Chandler! Chandler is my name, and, uh... ...hi."
Chandler Bing,"Yes, yes I did, but what I didn't say was what I was about to say, what I wanted to say was, uh... would you like to go out with me sometime, thankyou, goodnight."
Chandler Bing,"She said yes!! She said yes!! Awful play, man. Whoah. Her name's Aurora, and she's Italian, and she pronounces my name 'Chand-lrr'. 'Chand-lrr'. I think I like it better that way. Oh, listen, the usher gave me this to give to you."
Chandler Bing,"Hey, kids."
Chandler Bing,"Well, I can't believe I've been here almost seven seconds and you haven't asked me how my date went."
Chandler Bing,It was unbelievable. I-I've never met anyone like her. She's had the most amazing life! She was in the Israeli army...
Chandler Bing,"Alright. Once I got on the subway, right, and it was at night, and I rode it all the way to Brooklyn... just for the hell of it."
Chandler Bing,We talked 'til like two. It was this perfect evening... more or less.
Chandler Bing,"Oh, I'm sorry, so 'we' is?"
Chandler Bing,Who's Rick?
Chandler Bing,"Oh, so you're divorced?"
Chandler Bing,"Oh, I'm sorry, then you're widowed?...Hopefully?"
Chandler Bing,"So tell me, how do- how do you think your husband would feel about you sitting here with me?...Sliding your foot so far up my pant leg you can count the change in my pocket?"
Chandler Bing,"Ethan? There's, there's an Ethan?"
Chandler Bing,"So explain something to me here, uh, what kind of a relationship do you imagine us having if you already have a husband and a boyfriend?"
Chandler Bing,...Hm.
Chandler Bing,What 'not work out'? I'm seeing her again on Thursday. Didn't you listen to the story?
Chandler Bing,"Well, y'know, I had some trouble with it at first too, but the way I look at it is, I get all the good stuff: all the fun, all the talking, all the sex; and none of the responsibility. I mean, this is every guy's fantasy!"
Chandler Bing,Are we greeting each other this way now? 'Cause I like that.
Chandler Bing,"Thank God you didn't try to fan out the magazines. I mean, she'll scratch your eyes right out."
Chandler Bing,"Someone's left a glass on the coffee table. There's no coaster. It's a cold drink, it's a hot day. Little beads of condensation are inching their way closer and closer to the surface of the wood..."
Chandler Bing,"Oh no, it's terrific, it's... it's... y'know, you deserve this, after all your years of struggling, you've finally been able to crack your way into showbusiness."
Chandler Bing,Where's Joey? His mom's on the phone.
Chandler Bing,"C'mon, we're roommates! My eyes!! My eyes!!"
Chandler Bing,"Oh, that would be Monica. Hey, listen, I wanna borrow a coupla things, Aurora spent the night, I really wanna make her breakfast."
Chandler Bing,"Yeah, well, I only have twenty minutes until Ethan, so, y'know.."
Chandler Bing,"No, no resentment, believe me, it's worth it. 'Kay? Y'know in a relationship you have these key moments that you know you'll remember for the rest of your life? Well, every- single- second is like that with Aurora.. and I've just wasted about thirty-five of them talking to you people, so, uh.. Monica, can you help me with the door?"
Chandler Bing,"God, I love these fingers..."
Chandler Bing,"No, actually I meant my fingers. Look at 'em, look at how happy they are."
Chandler Bing,"Oh no nonononononnononono, don't go.."
Chandler Bing,Don't go.
Chandler Bing,"Too bad, she's leaving."
Chandler Bing,"Well, I thought- I thought you talked to Rick."
Chandler Bing,"What, Ethan? He got to spend the whole day with you!"
Chandler Bing,"I know there'll be many moments in the years to come when I'll regret asking the following question, but- And Andrew is?"
Chandler Bing,"Oh, so what you're saying is you're not completely fulfilled by Rick, Ethan and myself?"
Chandler Bing,"Well, y'know, most women would kill for three guys like us."
Chandler Bing,You.
Chandler Bing,"Nono, just you."
Chandler Bing,Lose the other guys.
Chandler Bing,"C'mon, we're great together, why not?"
Chandler Bing,"...Well, y'know, part of me wants that, but it's like I'm two guys, y'know? I mean, one guy's going 'Shut up! This is great!' But there's this other guy. Actually it's the same guy that wells up every time that Grinch's heart grows three sizes and breaks that measuring device... And he's saying, y'know, 'This is too hard! Get out! Get out!'"
Chandler Bing,"I don't know, I-I have to listen to both of them, they don't exactly let each other finish..."
Chandler Bing,...The second guy.
Chandler Bing,"Sorry, the first guy runs the lips."
Chandler Bing,"""Big guy?"""
Chandler Bing,Something so sweet and...disturbing about that.
Chandler Bing,"Oh, great. This is just..."
Chandler Bing,"Oh my God, it's that Victoria's Secret model. Something... something Goodacre."
Chandler Bing,"She's right, it's Jill. Jill Goodacre. Oh my God. I am trapped in an ATM vestibule with Jill Goodacre! Is it a vestibule? Maybe it's an atrium. Oh, yeah, that is the part to focus on, you idiot!"
Chandler Bing,Jill says vestibule... I'm going with vestibule.
Chandler Bing,"Oh! Some guy. Some guy. 'Hey Jill, I saw you with some guy last night. Yes, he was some guy."
Chandler Bing,"Alright, alright, alright. It's been fourteen and a half minutes and you still have not said one word. Oh God, do something. Just make contact, smile!"
Chandler Bing,There you go!
Chandler Bing,You're definitely scaring here.
Chandler Bing,"Yeah, about 300 guys I went to high school with. Yeah, thanks."
Chandler Bing,"Hey, it's me."
Chandler Bing,"Yeah, I'm fine. I'm trppd in an ATM vstbl wth Jll Gdcr."
Chandler Bing,I'm trppd... in an ATM vstbl... wth Jll Gdcr!
Chandler Bing,Put Joey on the phone.
Chandler Bing,I'm trppd... in an ATM vstbl... wth JLL GDCR.
Chandler Bing,"Yeah, like that thought never entered my mind."
Chandler Bing,"Um, is it sugarless?"
Chandler Bing,"Oh, then no thanks. What the hell was that? Mental note: If Jill Goodacre offers you gum, you take it. If she offers you mangled animal carcass, you take it."
Chandler Bing,"You know, on second thought, gum would be perfection. 'Gum would be perfection'? 'Gum would be perfection.' Could have said 'gum would be nice,' or 'I'll have a stick,' but no, no, no, no. For me, gum is perfection. I loathe myself."
Chandler Bing,"Ah, let's see. What next? Blow a bubble. A bubble's good. It's got a... boyish charm, it's impish. Here we go."
Chandler Bing,"Nice going, imp. OK, it's OK. All I need to do is reach over and put it in my mouth."
Chandler Bing,"Good save! We're back on track, and I'm... ..chewing someone else's gum. This is not my gum. Oh my God! Oh my God! And now you're choking."
Chandler Bing,Yes... thank you. That was... that was....
Chandler Bing,OK.
Chandler Bing,"Yes. Yes, thanks for letting me use your phone... and for saving my life."
Chandler Bing,"Hi, um, I'm account number 7143457. And, uh, I don't know if you got any of that, but I would really like a copy of the tape."
Chandler Bing,Dehydrated Japanese noodles under fluorescent lights... does it get better than this?
Chandler Bing,"Ah, y'see, perfect might be a problem. Had you said 'co-dependent', or 'self-destructive'..."
Chandler Bing,Yes please.
Chandler Bing,He's a he?
Chandler Bing,"...Couldn't enjoy a cup of noodles after that. I mean, is that ridiculous? Can you believe she actually thought that?"
Chandler Bing,You did?
Chandler Bing,"Huh. Did, uh... any of the rest of you guys think that when you first met me?"
Chandler Bing,You're kidding! Did you tell her I wasn't?
Chandler Bing,"Well, this is fascinating. So, uh, what is it about me?"
Chandler Bing,"Ross is smart and funny, d'you ever think that about him?"
Chandler Bing,WHAT IS IT?!
Chandler Bing,"Oh, oh, a quality, good, because I was worried you guys were gonna be vague about this."
Chandler Bing,"I just have to know, okay. Is it my hair?"
Chandler Bing,"Hey, gorgeous."
Chandler Bing,"No, nono, don't- don't worry about it. Believe me, apparently other people have made the same mistake."
Chandler Bing,"So, uh... what do you think it is about me?"
Chandler Bing,"...Quality, right, great."
Chandler Bing,"Lowell? Financial Services' Lowell, that's who you saw me with?"
Chandler Bing,"Well, yeah... 's'no Brian in Payroll."
Chandler Bing,"No! Uh, I d'know! The point is, if you were gonna set me up with someone, I'd like to think you'd set me up with someone like him."
Chandler Bing,Excuse me? You don't think I could get a Brian? Because I could get a Brian. Believe you me. ...I'm really not.
Chandler Bing,"Well, don't we look nice all dressed up?...It's stuff like that, isn't it?"
Chandler Bing,"Nothing, just your overcoat sounds remarkably like Brent Mussberger."
Chandler Bing,You're watching a football game at a funeral?
Chandler Bing,"You are a frightening, frightening man."
Chandler Bing,"Oh, no-"
Chandler Bing,"Hi, I'm Chandler, and I have no idea who Dorothy is."
Chandler Bing,Hey.
Chandler Bing,Who are those people?
Chandler Bing,"Hey, Lowell."
Chandler Bing,So how's it going there in Financial Services?
Chandler Bing,"Good, good. Listen, heh, I dunno what Shelley told you about me, but, uh... I'm not."
Chandler Bing,Really.
Chandler Bing,So- you can tell?
Chandler Bing,"So you don't think I have a, a quality?"
Chandler Bing,He is?
Chandler Bing,"Out of my league. I could get a Brian. If I wanted to get a Brian, I could get a Brian. Hey, Brian."
Chandler Bing,Hey.
Chandler Bing,And this from the cry-for-help department. Are you wearing makeup?
Chandler Bing,"That's so funny, 'cause I was thinking you look more like Joey Tribbiani, man slash woman."
Chandler Bing,Do you know which one you're gonna be?
Chandler Bing,"Good luck, man. I hope you get it."
Chandler Bing,"Yes, every single one of them."
Chandler Bing,I thought it was $98.50.
Chandler Bing,"I'd just like to say that I'm totally behind this experiment. In fact, I'd very much like to butter your head."
Chandler Bing,"All right, I'm nine years old."
Chandler Bing,"We just finished this magnificent Thanksgiving dinner. I have--and I remember this part vividly--a mouthful of pumpkin pie, and this is the moment my parents choose to tell me they're getting divorced."
Chandler Bing,Yes. It's very difficult to appreciate a Thanksgiving dinner once you've seen it in reverse.
Chandler Bing,"Tonight, on a very special Blossom."
Chandler Bing,"Oh, you must stop shooping."
Chandler Bing,"No, I prefer to keep a safe distance from all this merriment."
Chandler Bing,"Ok, we all laughed when you did it with the stuffing, but that's not funny anymore."
Chandler Bing,The most unbelievable thing has happened. Underdog has just gotten away.
Chandler Bing,"No, no, the actual cartoon character. Of course the balloon. It's all over the news. Right before he reached Macy's, he broke free and was spotted flying over Washington Square Park. I'm goin' to the roof, who's with me?"
Chandler Bing,Come on. An 80-foot inflatable dog let loose over the city. How often does that happen?
Chandler Bing,Do either of you have the keys?
Chandler Bing,For an emergency just like this.
Chandler Bing,"Ok, Monica, only dogs can hear you now, so, look, the door's open. Here we go."
Chandler Bing,Now this feels like Thanksgiving.
Chandler Bing,Shall I carve?
Chandler Bing,"Ok, who wants light cheese, and who wants dark cheese?"
Chandler Bing,"I'd like to propose a toast. Little toast here, ding ding. I know this isn't the kind of Thanksgiving that all of you all planned, but for me, this has been really great, you know, I think because it didn't involve divorce or projectile vomiting. Anyway, I was just thinking, I mean, if you'd gone to Vail, and if you guys'd been with your family, if you didn't have syphilis and stuff, we wouldn't be all together, you know? So I guess what I'm trying to say is that I'm very thankful that all of your Thanksgivings sucked."
Chandler Bing,"Here, here!"
Chandler Bing,Bladder Control Problem Stop Wife Beating Hemorrhoids? Winner of 3 Tony Awards...
Chandler Bing,He's finally happy with that and walks away.
Chandler Bing,"Hey, that monkey's got a Ross on its ass!"
Chandler Bing,Might wanna open with the snowman.
Chandler Bing,"Nothing for you, you have Paolo. You don't have to face the horrible pressures of this holiday: desperate scramble to find anything with lips just so you can have someone to kiss when the ball drops!! Man, I'm talking loud!"
Chandler Bing,"It's just that I'm sick of being a victim of this Dick Clark holiday. I say this year, no dates, we make a pact. Just the six of us- dinner."
Chandler Bing,"Y'know, I was hoping for a little more enthusiasm."
Chandler Bing,That guy's going home with a note!
Chandler Bing,"Wait a minute, wait a minute, I see where this is going, you're gonna ask him to New Year's, aren't you. You're gonna break the pact. She's gonna break the pact."
Chandler Bing,"Yeah, 'cause I already asked Janice."
Chandler Bing,"I snapped, okay? I couldn't handle the pressure and I snapped."
Chandler Bing,"I'm not saying it was a good idea, I'm saying I snapped!"
Chandler Bing,Too many jokes... must mock Joey!
Chandler Bing,"Aah, y'killing me!"
Chandler Bing,"Y'know, if you're gonna work late, I could look in on him for you."
Chandler Bing,"Okay, but if he asks, I'm not going to lie."
Chandler Bing,Fun Bobby? Your ex-boyfriend Fun Bobby?
Chandler Bing,I happen to know a Fun Bob.
Chandler Bing,"That's so weird, I had such a blast with him the other night."
Chandler Bing,"Yeah, we played, we watched TV.. that juggling thing is amazing."
Chandler Bing,With the balled-up socks? I figured you taught him that.
Chandler Bing,"Y'know, it wasn't that big a deal. He just balled up socks... and a melon..."
Chandler Bing,You remember Janice.
Chandler Bing,But you found me!
Chandler Bing,Kill me. Kill me now.
Chandler Bing,"Alright, Janice, that's it! Janice... Janice... Hey, Janice, when I invited you to this party I didn't necessarily think that it meant that we-"
Chandler Bing,I'm sorry you misunderstood...
Chandler Bing,"Oh, will you give me the thing."
Chandler Bing,And then the peacock bit me. Please kiss me at midnight.
Chandler Bing,"Ooh. Uh, I don't know how to tell you this, but she's in Monica's bedroom, getting it on with Max, that scientist geek. Ooh, look at that, I did know how to tell you."
Chandler Bing,And the moment of joy is upon us.
Chandler Bing,"Y'know, I uh.. just thought I'd throw this out here. I'm no math whiz, but I do believe there are three girls and three guys right here."
Chandler Bing,"Alright, somebody kiss me. Somebody kiss me, it's midnight! Somebody kiss me!"
Chandler Bing,Are there no conscious men in the city for you two?
Chandler Bing,"Y'know, we don't have to watch this. Weekend At Bernie's is on Showtime, HBO, and Cinemax."
Chandler Bing,"Exactly. Weekend At Bernie's! Dead guy getting hit in the groin twenty, thirty times! No?"
Chandler Bing,"Yeah, well, you wouldn't think it was cool if you're eleven years old and all your friends are passing around page 79 of 'Mistress Bitch.'"
Chandler Bing,You can say that because she's not your mom.
Chandler Bing,"Shhh, busy beaming with pride."
Chandler Bing,Now why would she say that's embarrassing?
Chandler Bing,THAT'S TOO MUCH INFORMATION!!
Chandler Bing,This is the way that I find out. Most moms use the phone.
Chandler Bing,...And then he burst into flames.
Chandler Bing,Please God don't let it be Kung Pow Chicken.
Chandler Bing,"Well, I think you need to come out of your shell just a little."
Chandler Bing,I know I am.
Chandler Bing,"Myyy mother, ladies and gentlemen."
Chandler Bing,What are you guys doing out here?
Chandler Bing,"Okay, you guys spend waaaay too much time together."
Chandler Bing,Oh my God.
Chandler Bing,I can't believe it. Paolo kissed my mom?
Chandler Bing,What?
Chandler Bing,You knew about this?
Chandler Bing,"I spent the entire day with you, why didn't you tell me?!"
Chandler Bing,I can't believe this! What the hell were you thinking?
Chandler Bing,"Y'know, of all my friends, no-one knows the crap I go through with my mom more than you."
Chandler Bing,I can't believe you did this.
Chandler Bing,I'm still mad at you for not telling me.
Chandler Bing,You gotta let me slam the door!
Chandler Bing,What was that?
Chandler Bing,"Yeah, I believe I was talking to Joey, alright there, Mother-Kisser?"
Chandler Bing,"Yes, well, I expect this from her. Okay? She's always been a Freudian nightmare."
Chandler Bing,"Because it's complicated, it's complex- Hey, you kissed my mom!"
Chandler Bing,That's very funny. We done now?
Chandler Bing,"That would be no. Look, just because you played tonsil tennis with my mom doesn't mean you know her. Alright? Trust me, you can't talk to her."
Chandler Bing,"No, just knowing you're gonna be there is enough."
Chandler Bing,You kissed my best Ross! ...Or something to that effect.
Chandler Bing,Really stupid.
Chandler Bing,Yeah. No. No...
Chandler Bing,"Yeah, okay."
Chandler Bing,Nice save.
Chandler Bing,Hey.
Chandler Bing,"Yeah, why not. So I told her."
Chandler Bing,Awful. Awful. Couldn'ta gone worse.
Chandler Bing,Pretty good! I told her.
Chandler Bing,"No-no-no-no, we're done."
Chandler Bing,"And, we're done with the yogurt."
Chandler Bing,"Mma, Mma, Mmaah"
Chandler Bing,"Ah, it's just a weekend, big deal!"
Chandler Bing,"Ok, you're going to have to stop that, forever!"
Chandler Bing,You think?
Chandler Bing,"Ok, so it's just because it was my table, I have to buy a new one?"
Chandler Bing,"What rule? There's no rule, if anything, you owe me a table!"
Chandler Bing,"Well, I believe the piece of furniture was fine until your little breakfast adventure with Angela Delvecchio"
Chandler Bing,"Well, let's just say the impressions you made in the butter left little to the imagination."
Chandler Bing,"What do you mean, like, buy it together?"
Chandler Bing,You think we're ready for something like that?
Chandler Bing,"Well, it's a pretty big commitment, I mean, what if one of us wants to move out?"
Chandler Bing,I'm not moving out.
Chandler Bing,"Yeah, yeah, it's just that with my last roommate Kip..."
Chandler Bing,"It's just that we bought a hibachi together, and then he ran off and got married, and things got pretty ugly."
Chandler Bing,"Aw, don't do that"
Chandler Bing,Hey Phoebe!
Chandler Bing,Fine.
Chandler Bing,"More coffee over here, please!"
Chandler Bing,Ooooohh!
Chandler Bing,So what are you gonna do?
Chandler Bing,"Oh, yeah, you have to tell her."
Chandler Bing,That's patio furniture!
Chandler Bing,What about the birds?
Chandler Bing,You pick one.
Chandler Bing,"Oh, so, forget about the birds, but big red insects suggest fine dining!"
Chandler Bing,"Not like that, I won't! Kip would have liked the birds!"
Chandler Bing,"So, what do you think?"
Chandler Bing,I know!
Chandler Bing,"What are you still doing here? She just broke up with the guy, it's time for you to swoop in!"
Chandler Bing,"My Catholic friend is right. She's distraught. You're there for her. You pick up the pieces, and then you usher in the age of Ross!"
Chandler Bing,Wha-
Chandler Bing,What is it?
Chandler Bing,Hey!
Chandler Bing,We already knew that!
Chandler Bing,Shut-out!!
Chandler Bing,"Yeah, get out!"
Chandler Bing,One more game?
Chandler Bing,I'm sorry!
Chandler Bing,"Rachel, wait, wait."
Chandler Bing,Can I just say one thing?
Chandler Bing,That's a relatively open weave and I can still see your... nipular areas.
Chandler Bing,"Oh, yes, could I have one of those."
Chandler Bing,Okay.
Chandler Bing,"No, she's still upset because I saw her boobies."
Chandler Bing,It was an accident. Not like I was across the street with a telescope and a box of donuts.
