speaker,transcript
Monica Geller,Is it me? Is it like I have some sort of beacon that only dogs and men with severe emotional problems can hear?
Monica Geller,"I just thought he was nice, y'know?"
Monica Geller,How'd you pay for them?
Monica Geller,And who pays for that?
Monica Geller,"C'mon, you can't live off your parents your whole life."
Monica Geller,"All right, you ready?"
Monica Geller,"You can, I know you can!"
Monica Geller,Rachel! That was a library card!
Monica Geller,Welcome to the real world! It sucks. You're gonna love it!
Monica Geller,"Well, that's it You gonna crash on the couch?"
Monica Geller,You be okay?
Monica Geller,"That's Paul's watch. You just put it back where you found it. Oh boy. Alright. Goodnight, everybody."
Monica Geller,"See ya.... Waitwait, what's with you?"
Monica Geller,What? I-I said you had a-
Monica Geller,Would you stop?
Monica Geller,"I said that you had a nice butt, it's just not a great butt."
Monica Geller,"What you guys don't understand is, for us, kissing is as important as any part of it."
Monica Geller,Absolutely.
Monica Geller,Are you through with that?
Monica Geller,Whose little ball of paper is this?!
Monica Geller,"Look , I'm sorry, guys, I just don't wanna give them any more ammunition than they already have."
Monica Geller,"That's because as far as my parents are concerned, Ross can do no wrong. Y'see, he's the Prince. Apparently they had some big ceremony before I was born."
Monica Geller,What?
Monica Geller,"Easy Rach, we'll find it. Won't we!"
Monica Geller,You didn't.
Monica Geller,I gave you one job!
Monica Geller,I just... can't do it.
Monica Geller,Wow. That is not a happy hi.
Monica Geller,W-w-wh-... wha-... w-w-w-...
Monica Geller,What does she mean by 'involved'?
Monica Geller,Curry.
Monica Geller,"I'm sorry, why is this girl going to call me?"
Monica Geller,"No Mom, I don't have a restaurant, I work in a restaurant."
Monica Geller,"Ross, could you come and help me with the spaghetti, please?"
Monica Geller,"I know this is going to sound unbelievably selfish, but, were you planning on bringing up the whole baby/lesbian thing? Because I think it might take some of the heat off me."
Monica Geller,What's that supposed to mean?
Monica Geller,No it's not.
Monica Geller,"So, Ross, what's going on with you? Any stories? No news, no little anecdotes to share with the folks?"
Monica Geller,"Boy, I know they say you can't change your parents,... boy, if you could- -I'd want yours."
Monica Geller,"Chandler, you're an only child, right? You don't have any of this."
Monica Geller,Mm-hmm.
Monica Geller,No.
Monica Geller,Am not!
Monica Geller,Oh shut up!
Monica Geller,"Uh, no. Loosely translated 'We should do this again' means 'You will never see me naked'."
Monica Geller,"Uh, Ross."
Monica Geller,"No, no, no. They say it's the same as the distance from the tip of a guy's thumb to the tip of his index finger."
Monica Geller,What did they do to you?
Monica Geller,We're with you. We got it.
Monica Geller,Hey. Whaddya doing?
Monica Geller,"Alright. I'm gonna go change, I've got a date."
Monica Geller,"'S'going pretty good, y'know? It's nice, and, we're having fun."
Monica Geller,"Let's see, today's Monday... Never."
Monica Geller,No. Not after what happened with Steve.
Monica Geller,"Look, I don't even know how I feel about him yet. Just give me a chance to figure that out."
Monica Geller,Nope. Schhorry.
Monica Geller,"I mean, why should I let them meet him? I mean, I bring a guy home, and within five minutes they're all over him. I mean, they're like- coyotes, picking off the weak members of the herd."
Monica Geller,"I know. I just wish that once, I'd bring a guy home that they actually liked."
Monica Geller,Do you all promise?
Monica Geller,Chandler? Do you promise to be good?
Monica Geller,Hey. It's him. Who is it?
Monica Geller,"Okay, please be good, please. Just remember how much you all like me."
Monica Geller,"Hi. Alan, this is everybody. Everybody, this is Alan."
Monica Geller,"Thanks. I'll call you tomorrow. Okay. Okay, let's let the Alan-bashing begin. Who's gonna take the first shot, hmm?"
Monica Geller,C'mon!
Monica Geller,Wait a minute! We're talking about someone that I'm going out with?
Monica Geller,Really!
Monica Geller,Hi.. how was the game?
Monica Geller,Fantastic! I have one question: How is that possible?
Monica Geller,Can I ask you guys a question? D'you ever think that Alan is maybe.. sometimes..
Monica Geller,"..I dunno, a little too Alan?"
Monica Geller,"Oh, why is it unfair?"
Monica Geller,Did you ever go out with a guy your friends all really like?
Monica Geller,"Okay.. Well, I'm going out with a guy my friends all really like."
Monica Geller,"Can you believe it? ...Y'know what? I just don't feel the thing. I mean, they feel the thing, I don't feel the thing."
Monica Geller,I know.. it's gonna be really hard.
Monica Geller,"No, he'll be fine. It's the other five I'm worried about."
Monica Geller,Hey. Where's Joey?
Monica Geller,Thanks.
Monica Geller,Nothing. I just think it's nice when we're all here together.
Monica Geller,Okay..
Monica Geller,"Please, guys, we have to talk."
Monica Geller,"Alright, we have to talk."
Monica Geller,"Okay. It's-it's about Alan. There's something that you should know. I mean, there's really no easy way to say this.. uh.. I've decided to break up with Alan."
Monica Geller,"No, nononono.. it's just.. things change. People change."
Monica Geller,"Look, I- I could go on pretending-"
Monica Geller,"-but that wouldn't be fair to me, it wouldn't be fair to Alan- It wouldn't be fair to you!"
Monica Geller,I'm sorry..
Monica Geller,I'll meet somone else. There'll be other Alans.
Monica Geller,Are you guys gonna be okay?
Monica Geller,I understand.
Monica Geller,"I'm, I'm really sorry."
Monica Geller,Relieved?
Monica Geller,Hi.
Monica Geller,"Oh, y'know.."
Monica Geller,He said he's really gonna miss you guys.
Monica Geller,Alright. Phoebe?
Monica Geller,"Hey, Joey, what would you do if you were omnipotent?"
Monica Geller,..Excuse me?
Monica Geller,How does she do that?
Monica Geller,Would you look at her? She is so peaceful.
Monica Geller,What's going on with you?
Monica Geller,"Well, if you want, you can stay with Rachel and me tonight."
Monica Geller,"Oh, I was hoping you wouldn't remember."
Monica Geller,"Wow, you worked in a mine?"
Monica Geller,"Yeah, yeah."
Monica Geller,I swear I've seen birds do this on Wild Kingdom.
Monica Geller,"Hey, Rach. How was it with your friends? Okay! How would you like some Tiki Death Punch?"
Monica Geller,"Weeeell, it's rum, and-"
Monica Geller,"We thought since Phoebe was staying over tonight we'd have kinda like a slumber party thing. We got some trashy magazines, we got cookie dough, we got Twister..."
Monica Geller,"Uh, Rach, it's the Visa card people."
Monica Geller,"Could you please tell me what this is in reference to? Yes, hold on. Um, they say there's been some unusual activity on your account."
Monica Geller,"That is the unusual activity. Look, they just wanna see if you're okay."
Monica Geller,"Uh- Rachel has left the building, can you call back?"
Monica Geller,You should feel great about yourself! You're doing this amazing independence thing!
Monica Geller,"Ah, the other Jack."
Monica Geller,"So what, you're not the only one. I mean, half the time we don't know where we're going. You've just gotta figure at some point it's all gonna come together, and it's just gonna be... un-floopy."
Monica Geller,...Pheebs?
Monica Geller,"No, you were right. I don't have a plan."
Monica Geller,Phoebe?
Monica Geller,Do you have a plan?
Monica Geller,Wait! Did you say 'G.Stephanopoulos?'
Monica Geller,"Wait, was this a-a small mediterranean guy with curiously intelligent good looks?"
Monica Geller,Was he wearing a stunning blue suit?
Monica Geller,Oh God.
Monica Geller,Are you nuts?! We've got George Stephanopoulos' pizza!
Monica Geller,I see pizza!
Monica Geller,"White House adviser? Clinton's campaign guy? The one with the great hair, sexy smile, really cute butt?"
Monica Geller,Please tell me it's his mother.
Monica Geller,"Oh, no..."
Monica Geller,Light still out?
Monica Geller,Oh. Maybe they're- napping.
Monica Geller,Shut up!
Monica Geller,I think he's shy.
Monica Geller,Yeah. I think you have to draw him out. And then- when you do- he's a preppy animal.
Monica Geller,"Okay. Okay, I got one. Do you remember that vegetarian pate that I made that you loved so much?"
Monica Geller,"Well, unless goose is a vegetable...ha haaaah!"
Monica Geller,What?! You slept with Jason?
Monica Geller,"Oh, that's nice!"
Monica Geller,Excuse me?!
Monica Geller,"Really. Well, at least 'big girls' don't pee in their pants in seventh grade!"
Monica Geller,Where?
Monica Geller,"Oh, George, baby, drop the towel!"
Monica Geller,"Could've played Monopoly, but nooooo."
Monica Geller,Would you let it go? It's not that big a deal.
Monica Geller,"Chandler, nobody likes breaking up with someone. You just gotta do it."
Monica Geller,"Oh, you're breaking up with Tony?"
Monica Geller,"Did he give you that whole ""You're-not-up-to-this"" thing again?"
Monica Geller,"Wow, being dumped by you obviously agrees with her."
Monica Geller,Forget it. Not after your cousin who could belch the alphabet.
Monica Geller,"Oh, god help us."
Monica Geller,Ugly Naked Guy's laying kitchen tile. Eww!
Monica Geller,What's going on here? You go out with tons of girls.
Monica Geller,Thank you. So what does this Bob guy look like? Is he tall? Short?
Monica Geller,Which?
Monica Geller,"You've never met Bob, have you?"
Monica Geller,"Oh my god, Joey, for all we know this guy could be horribly..."
Monica Geller,...horribly attractive. I'll be shutting up now.
Monica Geller,"He is so cute. So, where did you guys grow up?"
Monica Geller,"How, how did that happen?"
Monica Geller,What?
Monica Geller,"I've gotta tell you, Bob is terrific."
Monica Geller,"It is so great to meet a guy who is smart and funny, and has an emotional age beyond, like eight."
Monica Geller,Wow. My brother never even told me when he lost his virginity.
Monica Geller,"Something went wrong with Underdog, and they couldn't get his head to inflate. So anyway, um, his head is like flopping down Broadway, right, and I'm just thinking... how inappropriate this is. Um, I've got something in my eye, uh, Joey, could we check it in the light, please?"
Monica Geller,Oh my god.
Monica Geller,Hello! Were we at the same table? It's like... cocktails in Appalachia.
Monica Geller,Close? She's got her tongue in his ear.
Monica Geller,"Joey, this is sick, it's disgusting, it's, it'snot really true, is it?"
Monica Geller,"Oh my god, what were you thinking?"
Monica Geller,Oh!
Monica Geller,I'm outta here.
Monica Geller,Really?
Monica Geller,"I'm so sorry, I can't believe I did this, but I couldn't stop laughing at your Norman Mailer story."
Monica Geller,Hi.
Monica Geller,"We ripped that couple apart, and kept the pieces for ourselves."
Monica Geller,"Oh, I'm sorry."
Monica Geller,"Did anybody else feel they just wanted to peel the skin off their body, to have something else to do?"
Monica Geller,"Well, go over to her! She's not with anyone."
Monica Geller,You could do that!
Monica Geller,"Oh, right, right. How was your date, 'Chand-lrr'?"
Monica Geller,Oh. I'm sorry it didn't work out.
Monica Geller,"Didn't you listen to the story? I mean, this is twisted! How could you get involved with a woman like this?"
Monica Geller,What? So you guys don't mind going out with someone else who's going out with someone else?
Monica Geller,"Good for you, Joey."
Monica Geller,"We're kidding. C'mon, tell us!"
Monica Geller,...Oh! I-I see you moved the green ottoman.
Monica Geller,How-how did that happen?
Monica Geller,"Yeah, yeah, it's interesting.. but y'know what? Just for fun, let's see what it looked like in the old spot. Alright, just to compare. Let's see. Well, it looks good there too. Let's just leave it there for a while."
Monica Geller,"You guys, I am not that bad!"
Monica Geller,That is so unfair!
Monica Geller,"Okay, so I'm responsible, I'm organised. But hey, I can be a kook."
Monica Geller,Why not?
Monica Geller,I could do that.
Monica Geller,Why would someone do that?! ...One might wonder.
Monica Geller,STOP IT!! ...Oh my God. It's true! Who am I?
Monica Geller,"Well, what's the part?"
Monica Geller,Oh my God.
Monica Geller,"Alright, alright, alright..."
Monica Geller,For what?
Monica Geller,"Oh my God. Okay, go into the bathroom, use whatever you want, just don't ever tell me what you did in there."
Monica Geller,He's in the bathroom. I don't think you wanna go in there!
Monica Geller,I warned you...
Monica Geller,"Oh, you got the whole night, huh?"
Monica Geller,"Sure. Oh, um, Chandler? Y'know, the-the old Monica would-would remind you to scrub that Teflon pan with a plastic brush...But I'm not gonna do that."
Monica Geller,"Hey, waitwait, aren't you the guy that plays the butt in the new Al Pacino movie?"
Monica Geller,Maybe this wasn't your shot.
Monica Geller,"I'm sorry, Joey. I'm gonna go to bed, guys."
Monica Geller,Uh-huh!
Monica Geller,"Doesn't matter, I'll get 'em tomorrow. Or not. Whenever."
Monica Geller,"If it bothers you that much, just go out and get the shoes. No. Don't do this. This is stupid! I don't have to prove anything, I'm gonna go get them...But then everyone will know. Unless I get them, and then wake up really early and put them back! ...I need help!"
Monica Geller,"Mom says it's all of Manhattan, parts of Brooklyn and Queens, and they have no idea when it's coming back on."
Monica Geller,"Pants and a sweater? Why, mom? Who am I gonna meet in a blackout? Power company guys? Eligible looters? Could we talk about this later? OK."
Monica Geller,Hello?
Monica Geller,It's Chandler! Are you OK?
Monica Geller,What?
Monica Geller,I have no idea what you just said.
Monica Geller,"OK, I'll go. OK, senior year of college... on a pool table."
Monica Geller,Oh my God! What were you doing in a library?
Monica Geller,You did not go!
Monica Geller,Outside.
Monica Geller,Why not?
Monica Geller,And that would be?
Monica Geller,"Joey, what's going on?"
Monica Geller,About what?
Monica Geller,Oh my God! I love him!
Monica Geller,My surprise party!
Monica Geller,Oh stop it. Joey already told me.
Monica Geller,"No, you are not. We tell you stuff."
Monica Geller,This is just Bactine. It won't hurt.
Monica Geller,Hi!
Monica Geller,Hi!
Monica Geller,Hi!
Monica Geller,"If you want, I'll do it."
Monica Geller,I did.
Monica Geller,"Okay, I-I d'know, you-you just- you have a quality."
Monica Geller,"Hello? Hello? Oh! Rachel, it's Paolo calling from Rome."
Monica Geller,"Hey dad, what's up? Oh God. Ross, it's Nana."
Monica Geller,"How-how are you, Mom?"
Monica Geller,What?
Monica Geller,Nothing.
Monica Geller,"She is unbelievable, our mother is..."
Monica Geller,Oh God!
Monica Geller,The fuzzy little mints at the bottom of her purse.
Monica Geller,I know.
Monica Geller,"G'bye, Nana."
Monica Geller,Ross!
Monica Geller,We checked. A lot.
Monica Geller,Dad!
Monica Geller,You what?
Monica Geller,Define fun.
Monica Geller,"...And then we throw your body in the water... Gee, that does sound fun."
Monica Geller,That's probably what they'll say.
Monica Geller,Mom already called this morning to remind me not to wear my hair up. Did you know my ears are not my best feature?
Monica Geller,Are these the shoes?
Monica Geller,It was a really beautiful service.
Monica Geller,"Wow, those pills really worked, huh?"
Monica Geller,"Well, sure, what with it being her funeral and all."
Monica Geller,That sounds like Nana.
Monica Geller,...I can imagine.
Monica Geller,"That is a wonder. So tell me something, Mom. If you had to do it all over again, I mean, if she was here right now, would you tell her?"
Monica Geller,"How she drove you crazy, picking on every little detail, like your hair... for example."
Monica Geller,Do you think things would have been better if you'd just told her the truth?
Monica Geller,Huh.
Monica Geller,"Oh, I think so."
Monica Geller,Thank you. They're yours.
Monica Geller,"Oh, that's Nana, right there in the middle. 'Me and the gang at Java Joe's'."
Monica Geller,"Let's see, 1939... yeah, 24, 25?"
Monica Geller,"Hey. Ross, did you know Mom and Dad are going to Puerto Rico for Thanksgiving?"
Monica Geller,"Yes, they are. The Blymens invited them."
Monica Geller,I am not wrong.
Monica Geller,"No, I just talked to them."
Monica Geller,"Oh, wow, so you're gonna be one of those ""healthy, healthy, healthy guys""?"
Monica Geller,"Ok, I'll tell you what. How about I cook dinner at my place? I'll make it just like Mom's."
Monica Geller,"You know, they're not actually supposed to have... I'll work on the lumps. Joey, you're going home, right?"
Monica Geller,"And I assume, Chandler, you are still boycotting all the pilgrim holidays."
Monica Geller,"Phoebe, you're gonna be with your grandma?"
Monica Geller,"So you're free Thursday, then."
Monica Geller,"Yeah. Rach, are you thinking you're gonna make it to Vail?"
Monica Geller,"Hey, Rach, did you make your money?"
Monica Geller,"Rach, here's your mail."
Monica Geller,"No, here's your mail."
Monica Geller,Would you just open it?
Monica Geller,We all chipped in.
Monica Geller,You owe me 20 bucks.
Monica Geller,"Chandler, here you go, got your traditional Thanksgiving feast, you got your tomato soup, your grilled cheese fixin's, and your family size bag of Funyuns."
Monica Geller,"Mmm, looking good. Ok, cider's mulling, turkey's turking, yams are yamming. What?"
Monica Geller,"All right, that's it. You know what? Just get out of my way and stop moping."
Monica Geller,That's not a question.
Monica Geller,"All right, fine. Tonight's potatoes will be both mashed with lumps, and in the form of tots."
Monica Geller,Ah!
Monica Geller,"What, Phoebe, did you whip the potatoes? Ross needs lumps!"
Monica Geller,Why would we do that?
Monica Geller,"Ok, three kinds of potatoes coming up."
Monica Geller,Got the keys? or Got the keys!
Monica Geller,"Ok, right about now the turkey should be crispy on the outside, juicy on the inside. Why are we standing here?"
Monica Geller,No I don't.
Monica Geller,"No I didn't. I asked, ""got the ke-eys?"""
Monica Geller,The oven is on.
Monica Geller,"Well then get it, get it!"
Monica Geller,Joey!
Monica Geller,Can you go any faster with that?
Monica Geller,Why do you guys have so many keys in there anyway?
Monica Geller,I swear you said you had the keys.
Monica Geller,Why would I have the keys?
Monica Geller,But I didn't.
Monica Geller,Why?
Monica Geller,Why?
Monica Geller,"Why? Because everything is my responsibility? Isn't it enough that I'm making Thanksgiving dinner for everyone? You know, everyone wants a different kind of potatoes, so I'm making different kinds of potatoes. Does anybody care what kind of potatoes I want? Nooooo, no, no! Just as long as Phoebe gets her peas and onions, and Mario gets his tots, and it's my first Thanksgiving, and it's all burned, and, and I... I..."
Monica Geller,"Well, the turkey's burnt. Potatoes are ruined, potatoes are ruined, potatoes are ruined."
Monica Geller,"No, it doesn't, does it? But you wanted lumps, Ross? Well, here you go, buddy, ya got one."
Monica Geller,"Oh, really? So why was I busting my ass to make this delicious Thanksgiving dinner?"
Monica Geller,"Stop it, stop it, stop it!"
Monica Geller,"Ooh, Ugly Naked Dancing!"
Monica Geller,Does anybody wanna split this with me?
Monica Geller,Make a wish?
Monica Geller,W-wait. What is that?
Monica Geller,"No, no, I don't."
Monica Geller,"Ross, is he gonna live with you, like, in your apartment?"
Monica Geller,Why don't you just get a roommate?
Monica Geller,"So, how'd it go?"
Monica Geller,So what are you gonna be?
Monica Geller,I think it's romantic.
Monica Geller,What?!
Monica Geller,"Yeah, but Janice? That-that was like the worst breakup in history!"
Monica Geller,Ross! He's playing with my spatulas again!
Monica Geller,Do you always have to bring him here?
Monica Geller,"I'm sorry, okay. It's just that Chandler has somebody, and Phoebe has somebody- I thought I'd ask Fun Bobby."
Monica Geller,Yeah.
Monica Geller,What's the matter?
Monica Geller,Vividly.
Monica Geller,Hi.
Monica Geller,That thing is not coming in here.
Monica Geller,I'm guessing your new girlfriend wouldn't urinate on my coffee table.
Monica Geller,Alright. Just keep him away from me.
Monica Geller,"Oh my gosh! Rachel, honey.. are you okay? Where-where's Paolo?"
Monica Geller,Hey everybody! It's Fun Bobby!
Monica Geller,Not everybody's happy. Hey Bobby!
Monica Geller,So I'm kissing everyone?
Monica Geller,Why?
Monica Geller,"Oh my God. Phoebe. Don't look now, but behind us is a guy who has the potential to break our hearts and plunge us into a pit of depression."
Monica Geller,"He's coming. Be cool, be cool, be cool."
Monica Geller,Thanks.
Monica Geller,We are not going to whistle.
Monica Geller,No!
Monica Geller,No!
Monica Geller,Woo-woo!
Monica Geller,"Why did I 'woo-hoo'? I mean, what was I hoping would happen? That-that he'd turn round and say 'I love that sound, I must have you now'?"
Monica Geller,"Phoebe, what are you doing?"
Monica Geller,"I wish we at least knew his name... Look at that face. I mean, even sleeping, he looks smart. I bet he's a lawyer."
Monica Geller,"Okay, he's a lawyer, who teaches sculpting on the side. And- he can dance!"
Monica Geller,I wish all guys could be like him.
Monica Geller,He doesn't have anyone.
Monica Geller,Last night.
Monica Geller,"Let's see. Congress is debating a new deficit reduction bill... the mayor wants to raise subway fares again... the high today was forty-five... and- oh, teams played sports."
Monica Geller,Nah... not-not special enough.
Monica Geller,Waaay too special.
Monica Geller,Yeah.
Monica Geller,What are you guys doing here?
Monica Geller,...What did I ask?
Monica Geller,Hi.
Monica Geller,What are you doing here?
Monica Geller,I'm not really here. Just thought I'd drop these off...on the way.. my way... Do you come here a lot? Without me?
Monica Geller,How would I know? I-I wasn't here.
Monica Geller,Hey.
Monica Geller,"'A Woman Undone, by Rachel Karen Green'."
Monica Geller,"Yeah, I'd say so. And there's no 'j' in 'engorged'."
Monica Geller,Hello.
Monica Geller,"No, you?"
Monica Geller,You just asked me.
Monica Geller,Oh! You're awake!
Monica Geller,You look good!
Monica Geller,"Oh, sorry."
Monica Geller,I'm Monica Geller. I've been taking care of you.
Monica Geller,I got you the foot massager.
Monica Geller,I read to you.
Monica Geller,"Oh, my pleasure."
Monica Geller,"""See you around?"""
Monica Geller,"Oh, I don't know. Maybe, um, ""That was nice?"" Admit something to me? ""I'll call you?"""
Monica Geller,"This is so typical. Y'know, we give, and we give, and we give. And then- we just get nothing back! And then one day, y'know, it's just, you wake up, and ""See you around!"" Let's go, Phoebe."
Monica Geller,What's a 'niffle'?
Monica Geller,"Aunt Syl, stop yelling! All I'm saying is that if you had told me vegetarian lasagna, I would have made vegetarian lasagna. Well, the meat's only every third layer, maybe you could scrape."
Monica Geller,"Aunt Syl, I did this as a favor, I am not a caterer. What do you want me to do with a dozen lasagnas? Nice talk, Aunt Syl. You kiss Uncle Freddie with that mouth?"
Monica Geller,"So, did I hear Poconos?"
Monica Geller,"Yeah, that's a big step."
Monica Geller,And Monica knows...
Monica Geller,"Carol called me to thank me for the lasagna, I asked, she told me."
Monica Geller,"I'm sorry, I'm just excited about being an aunt!"
Monica Geller,"Phoebe, what's the matter?"
Monica Geller,"Phoebe, what is it?"
Monica Geller,"Well, what happened?"
Monica Geller,Are you sure?
Monica Geller,Was it...?
Monica Geller,Oh!
Monica Geller,"So how does this work, you going to balance the plates on these little guys' heads?"
Monica Geller,Heads up Ross! Score! You suck!
Monica Geller,We should get over there and see if she's okay. Just one...second! Score! Game! Come on.
Monica Geller,"Don't stare. Now she just finished throwing his clothes off the balcony, now there's just a lot of gesturing and arm-waving, , Ok, that is either, ""How could you?"" or, ""Enormous breasts!"" Here he comes!"
Monica Geller,"Paolo, I really hate you for what you did to Rachel, but I still have five of these, so heat it at 375 until the cheese bubbles."
Monica Geller,"Oh, you're right."
Monica Geller,"Ooh...hey honey, are you all right?"
Monica Geller,Yes! And that would be a shut-down!
Monica Geller,"Where are you guys going? Come on, one more game!"
Monica Geller,"You guys are always hanging out in my apartment! Come on, I'll only use my left hand, huh? Come on, wussies! All right, ok, I gotta go. I'm going, and I'm gone."
Monica Geller,"So, you think you'll do it on his couch?"
Monica Geller,"Hey, how long are you in the city?"
Monica Geller,Hello?
Monica Geller,C'mon up.
Monica Geller,"Wait-wait, go back to that sibling thing."
Monica Geller,Oh! So you think I'm a failure!
Monica Geller,"Y'know, all these years, I thought you were on my side. But maybe what you were doing was sucking up to Mom and Dad so they'd keep liking you better!"
Monica Geller,You're welcome.
Monica Geller,Hate that guy!
Monica Geller,Hi...May I help you?
Monica Geller,Okay...who are you?
Monica Geller,"Oh, c'mon in."
Monica Geller,How's it going?
Monica Geller,"Nothing, um, it's just, um... It's Roger."
Monica Geller,"So you talked to your dad, huh."
Monica Geller,How's it going?
Monica Geller,Joey!! What the hell were you doing?!
Monica Geller,"Hello, Joey."
Monica Geller,You can not do this.
Monica Geller,Roger wants to take her out tomorrow night.
Monica Geller,"But Phoebe, you can go out with a creepy guy any night of the year. I know I do."
Monica Geller,Which one was Pete Carney?
Monica Geller,"Yeah, well, I'll take a little crying any day over Howard-the-""I-win""-guy. ""I win! I win!"" I went out with the guy for two monthsI didn't get to win once."
Monica Geller,I don't know. Maybe we're some kinda magnets.
Monica Geller,"There's more beer, right?"
Monica Geller,"Ok, well, what kind of ritual?"
Monica Geller,Burning's good.
Monica Geller,"Oh, Chandler, sorry."
Monica Geller,"Ohhh, Chandler, sorry! Hey, Janice."
Monica Geller,"Rach, come see who's out here!"
Monica Geller,I'll be right back.
Monica Geller,"Oh, hi, Ross. Yeah. There's someone I want you to say hi to. He just happened to call."
Monica Geller,"All I have is, is oregano and a Fresca."
Monica Geller,Can we just start throwing things in?
Monica Geller,"Look, here's a picture of Scotty Jared naked."
Monica Geller,No.
Monica Geller,"Hey, Rachel, isn't that stuff almost pure..."
Monica Geller,"You know, it's a really funny story how this happened."
Monica Geller,They're nice guys.
Monica Geller,"Aww, thank you. Uh Rach?"
Monica Geller,Why does my cinamon stick have an eraser?
Monica Geller,"Yeah, Chandler... you've been there for five years."
Monica Geller,Um... hi there.
Monica Geller,"Well, what kind of food is he looking for?"
Monica Geller,Oh my God!
Monica Geller,"Oh, I love my life, I love my life!"
Monica Geller,"So great! He showed me where the restaurant's going to be. It's this, it's this cute little place on 10th Street. Not too big, not too small. Just right."
Monica Geller,"So anyway, I'm cooking dinner for him Monday night. You know, kind of like an audition. And Phoebe, he really wants you to be here, which will be great for me because then you can 'ooh' and 'ahh' and make yummy noises."
Monica Geller,I don't know. I don't know. It's just going to be so great!
Monica Geller,"OK, try this salmon mousse."
Monica Geller,Is it better than the other salmon mousse?
Monica Geller,"Yeah, well, is that better?"
Monica Geller,"Here you go, maybe this'll cheer you up."
Monica Geller,It's supposed to be that small. It's a pre-appetizer. The French call it an amouz-bouche.
Monica Geller,"Hello? Oh, hi Wendy! Yeah, eight o'clock. What did we say? Ten dollars an hour?... OK, great. All right, I'll see you then. Bye."
Monica Geller,"Oh, I asked one of the waitresses at work if she'd help me out."
Monica Geller,Well... of course I thought of you! But... but...
Monica Geller,"But, you see, it's just... this night has to go just perfect, you know? And, well, Wendy's more of a... professional waitress."
Monica Geller,"Wendy, we had a deal! Yeah, you promised! Wendy! Wendy! Wendy!"
